CaseID,FIRNumber,CrimeHeadID,CrimeSubHeadID,StationID,OfficerID,VictimID,AccusedID,Date,Weapon,Vehicle,Latitude,Longitude,Priority,ModusOperandi,Status
4411,FIR/2026/004411,11,36,9,100708,507553,506032,2024-03-03,Crowbar,Scooter,12.971258,77.552804,Low,Vehicle Lock Break,Charge Sheet Filed
4412,FIR/2026/004412,6,22,8,100657,500723,501050,2022-02-21,Hands,None,12.986575,77.610085,High,Poisoning,Under Investigation
4413,FIR/2022/004413,8,26,6,100441,519262,519861,2022-10-13,Stick,Car,12.98038,77.57674,Critical,Poisoning,Closed
4414,FIR/2022/004414,10,34,9,100740,523338,513489,2022-05-25,Stick,Van,12.988762,77.571639,Low,Firearm,Charge Sheet Filed
4415,FIR/2026/004415,1,2,1,100065,501471,502091,2024-02-13,Iron Rod,Car,12.949526,77.575277,High,Social Engineering,Pending Trial
4416,FIR/2026/004416,12,40,12,101019,522204,524249,2023-03-17,Iron Rod,None,12.304044,76.692635,Low,Poisoning,Under Investigation
4417,FIR/2024/004417,12,38,7,100570,517813,521583,2022-09-17,Knife,None,12.910726,77.618095,Critical,Knife Attack,Under Investigation
4418,FIR/2023/004418,9,30,20,101609,514012,521079,2023-10-21,Crowbar,Scooter,12.906693,74.870205,Critical,Firearm,Closed
4419,FIR/2024/004419,3,9,17,101344,515209,505950,2026-03-03,Hands,Motorcycle,12.881903,74.857171,Medium,Fake Identity,Closed
4420,FIR/2025/004420,10,32,7,100549,500397,501983,2024-05-13,Crowbar,Scooter,12.961277,77.618679,Medium,Vehicle Lock Break,Charge Sheet Filed
4421,FIR/2023/004421,3,10,18,101441,502757,522494,2025-10-06,Stick,Truck,12.942055,74.840993,High,Firearm,Pending Trial
4422,FIR/2025/004422,7,24,10,100791,517432,513474,2025-08-12,Stick,Auto,12.955758,77.596214,Medium,Vehicle Lock Break,Closed
4423,FIR/2026/004423,1,1,6,100496,522571,521146,2026-10-10,Iron Rod,Motorcycle,12.989452,77.618382,Low,Poisoning,Charge Sheet Filed
4424,FIR/2025/004424,11,36,16,101334,524441,524878,2023-07-30,Knife,Auto,12.961256,74.87753,Critical,Vehicle Lock Break,Charge Sheet Filed
4425,FIR/2024/004425,11,36,15,101183,524251,509052,2023-11-17,Unknown,Truck,12.274159,76.642422,Low,Social Engineering,Closed
4426,FIR/2026/004426,8,27,1,100014,508678,508147,2025-05-07,Iron Rod,None,12.96026,77.537913,High,Duplicate Key,Pending Trial
4427,FIR/2026/004427,1,1,16,101318,511090,515385,2026-02-13,Unknown,Car,12.931697,74.877485,Low,Social Engineering,Closed
4428,FIR/2026/004428,9,29,5,100365,521547,511549,2024-07-08,Crowbar,Van,12.947029,77.59978,Low,Knife Attack,Pending Trial
4429,FIR/2025/004429,4,11,13,101068,523752,504625,2024-10-07,Stick,Truck,12.291587,76.670438,Low,Duplicate Key,Charge Sheet Filed
4430,FIR/2023/004430,8,26,20,101590,514294,519044,2025-06-23,Unknown,Auto,12.936814,74.837598,Low,ATM Skimming,Under Investigation
4431,FIR/2026/004431,10,33,2,100162,522262,520418,2024-10-25,Crowbar,Van,12.950163,77.630551,Medium,Physical Assault,Under Investigation
4432,FIR/2026/004432,8,26,4,100327,521674,504369,2025-08-18,Knife,Car,12.966293,77.633376,Low,Forced Entry,Pending Trial
4433,FIR/2023/004433,9,29,2,100143,500876,518755,2023-11-29,Knife,Car,12.924298,77.605844,Medium,ATM Skimming,Pending Trial
4434,FIR/2025/004434,9,30,17,101394,507168,523883,2023-08-08,Iron Rod,Truck,12.908235,74.828177,Medium,Physical Assault,Charge Sheet Filed
4435,FIR/2026/004435,12,40,6,100522,505675,509277,2026-11-21,Knife,Auto,12.998738,77.577366,High,Duplicate Key,Closed
4436,FIR/2022/004436,5,16,4,100323,501590,503275,2024-11-13,Pistol,None,12.998752,77.636236,Critical,Knife Attack,Charge Sheet Filed
4437,FIR/2024/004437,1,1,9,100760,517604,502636,2023-09-15,Pistol,Truck,12.969336,77.54824,Critical,Poisoning,Closed
4438,FIR/2023/004438,7,24,2,100143,520906,501639,2024-05-27,Crowbar,None,12.924622,77.639595,Medium,Knife Attack,Closed
4439,FIR/2026/004439,7,23,13,101087,524663,522976,2024-05-19,Iron Rod,Truck,12.333898,76.699232,Low,ATM Skimming,Charge Sheet Filed
4440,FIR/2025/004440,6,19,3,100178,523059,522652,2022-04-29,Knife,Motorcycle,12.95067,77.589682,Critical,Duplicate Key,Charge Sheet Filed
4441,FIR/2026/004441,9,31,6,100463,520146,501831,2023-07-17,Pistol,Van,12.994319,77.619266,Low,Duplicate Key,Closed
4442,FIR/2025/004442,7,25,3,100206,505121,520421,2024-10-24,Unknown,Car,12.982474,77.612122,Medium,Vehicle Lock Break,Charge Sheet Filed
4443,FIR/2023/004443,6,22,15,101237,510208,521277,2023-06-29,Knife,Van,12.266251,76.623216,High,Vehicle Lock Break,Charge Sheet Filed
4444,FIR/2022/004444,9,31,6,100529,523482,512041,2024-05-11,Pistol,Van,12.966806,77.59335,High,ATM Skimming,Charge Sheet Filed
4445,FIR/2024/004445,9,30,18,101410,503690,519053,2026-06-13,Hands,Motorcycle,12.92204,74.863203,High,Duplicate Key,Charge Sheet Filed
4446,FIR/2026/004446,12,39,13,101104,506373,511729,2024-03-05,Stick,Motorcycle,12.30941,76.661608,Low,Knife Attack,Under Investigation
4447,FIR/2026/004447,7,25,13,101079,514764,512208,2023-06-22,Hands,None,12.2874,76.650356,High,Forced Entry,Closed
4448,FIR/2025/004448,10,33,9,100714,516066,524390,2025-08-06,Pistol,None,13.009196,77.561043,Medium,Forced Entry,Closed
4449,FIR/2023/004449,9,29,9,100772,503814,510896,2024-06-14,Crowbar,Van,12.979548,77.581443,High,Fake Identity,Pending Trial
4450,FIR/2023/004450,6,18,19,101519,504202,509460,2025-09-20,Hands,Car,12.927542,74.819852,Critical,ATM Skimming,Charge Sheet Filed
4451,FIR/2022/004451,4,12,18,101458,522947,513916,2025-10-24,Knife,Van,12.943293,74.87973,Critical,Fake Identity,Charge Sheet Filed
4452,FIR/2023/004452,11,35,1,100076,502796,515475,2022-12-08,Knife,Motorcycle,12.980742,77.567324,Low,Social Engineering,Closed
4453,FIR/2025/004453,6,18,14,101129,505874,501362,2023-02-26,Crowbar,Auto,12.25811,76.633357,Low,Vehicle Lock Break,Closed
4454,FIR/2023/004454,2,6,17,101354,509514,500004,2025-10-15,Unknown,Auto,12.915608,74.84218,Low,Poisoning,Pending Trial
4455,FIR/2025/004455,4,12,6,100491,506405,513976,2025-02-20,Unknown,Scooter,13.000034,77.563231,Low,Fake Identity,Under Investigation
4456,FIR/2025/004456,6,20,4,100258,517120,514750,2023-03-31,Knife,Van,12.976421,77.655412,Low,Duplicate Key,Closed
4457,FIR/2022/004457,4,13,4,100326,523787,516768,2026-11-03,Iron Rod,Van,13.000057,77.641932,Low,ATM Skimming,Under Investigation
4458,FIR/2026/004458,9,29,11,100921,515645,500462,2024-12-17,Unknown,Auto,12.343205,76.604234,Critical,Duplicate Key,Closed
4459,FIR/2025/004459,6,19,9,100773,505088,518265,2024-10-31,Stick,Scooter,12.978269,77.578897,Low,Physical Assault,Closed
4460,FIR/2022/004460,9,31,2,100101,509148,506231,2026-09-06,Knife,Auto,12.968061,77.619913,Medium,Forced Entry,Pending Trial
4461,FIR/2023/004461,8,27,13,101112,515520,524641,2026-01-28,Pistol,None,12.334792,76.677072,Medium,Forced Entry,Closed
4462,FIR/2023/004462,10,34,12,101033,500807,513756,2023-03-10,Iron Rod,Car,12.311832,76.685282,Medium,Online Scam,Pending Trial
4463,FIR/2025/004463,1,2,14,101167,520493,513294,2026-08-28,Unknown,Car,12.296729,76.680582,Critical,Knife Attack,Closed
4464,FIR/2025/004464,11,36,15,101218,501559,518858,2026-02-17,Hands,Auto,12.281798,76.588826,Critical,Poisoning,Under Investigation
4465,FIR/2024/004465,10,33,13,101118,510769,511518,2024-04-03,Iron Rod,Car,12.312984,76.650253,Low,Poisoning,Closed
4466,FIR/2023/004466,5,17,10,100787,521957,508536,2025-09-02,Stick,Truck,12.944536,77.615329,Low,Knife Attack,Charge Sheet Filed
4467,FIR/2025/004467,1,2,18,101449,518001,515542,2024-12-29,Hands,Auto,12.951657,74.869724,Low,Forced Entry,Pending Trial
4468,FIR/2025/004468,12,39,5,100403,519945,523181,2023-02-18,Iron Rod,Van,12.940643,77.550505,Low,Fake Identity,Charge Sheet Filed
4469,FIR/2023/004469,12,38,11,100910,521865,521058,2024-01-08,Pistol,Truck,12.324858,76.63812,Critical,Vehicle Lock Break,Pending Trial
4470,FIR/2024/004470,12,39,6,100537,519904,521835,2024-09-24,Stick,None,12.989191,77.579341,High,Social Engineering,Charge Sheet Filed
4471,FIR/2026/004471,10,33,10,100789,520389,500292,2026-01-15,Stick,Scooter,12.983822,77.568974,Low,Poisoning,Under Investigation
4472,FIR/2023/004472,10,32,18,101438,523139,515988,2023-07-30,Iron Rod,None,12.929127,74.874881,Low,Vehicle Lock Break,Pending Trial
4473,FIR/2024/004473,1,4,8,100630,513128,506407,2024-10-20,Pistol,Truck,13.001607,77.626888,High,ATM Skimming,Charge Sheet Filed
4474,FIR/2025/004474,1,2,6,100519,509281,524096,2024-03-16,Pistol,Truck,12.992758,77.610524,Medium,Forced Entry,Pending Trial
4475,FIR/2023/004475,2,5,15,101181,522084,505388,2025-11-25,Stick,None,12.31045,76.612761,High,Poisoning,Closed
4476,FIR/2026/004476,7,23,19,101510,522340,501020,2022-11-15,Iron Rod,Motorcycle,12.939415,74.851505,Critical,Fake Identity,Under Investigation
4477,FIR/2024/004477,4,11,9,100727,511757,516698,2025-02-24,Pistol,Car,12.976869,77.560229,High,Physical Assault,Under Investigation
4478,FIR/2022/004478,4,13,3,100220,500994,524466,2022-04-19,Hands,Scooter,12.951224,77.575082,Medium,Vehicle Lock Break,Charge Sheet Filed
4479,FIR/2023/004479,3,9,1,100039,504491,501971,2024-12-27,Stick,None,13.000691,77.548677,Medium,ATM Skimming,Charge Sheet Filed
4480,FIR/2022/004480,10,32,9,100720,522375,509215,2022-03-08,Unknown,None,12.985162,77.557869,Low,Social Engineering,Under Investigation
4481,FIR/2025/004481,1,3,4,100286,523966,518094,2022-01-30,Unknown,Scooter,12.955934,77.641483,High,Physical Assault,Under Investigation
4482,FIR/2026/004482,10,32,6,100509,514431,502990,2026-09-02,Pistol,Motorcycle,12.986814,77.579133,Low,Forced Entry,Charge Sheet Filed
4483,FIR/2025/004483,2,7,7,100563,519429,504615,2025-12-28,Hands,Truck,12.921427,77.611725,Critical,Knife Attack,Charge Sheet Filed
4484,FIR/2024/004484,6,22,7,100608,523707,505210,2026-07-02,Hands,Van,12.947778,77.604194,Low,Knife Attack,Charge Sheet Filed
4485,FIR/2022/004485,6,22,11,100888,507045,502919,2024-08-15,Crowbar,Truck,12.330319,76.582413,High,Fake Identity,Pending Trial
4486,FIR/2025/004486,6,22,16,101268,520769,510427,2025-01-27,Crowbar,Scooter,12.951086,74.843434,Medium,Online Scam,Charge Sheet Filed
4487,FIR/2022/004487,7,23,7,100558,508832,504929,2026-09-05,Knife,Van,12.932348,77.605441,Low,Physical Assault,Pending Trial
4488,FIR/2022/004488,7,23,11,100910,504295,504565,2024-02-22,Iron Rod,Truck,12.306451,76.630129,Critical,Online Scam,Under Investigation
4489,FIR/2024/004489,10,33,16,101264,503081,508083,2025-10-07,Stick,Motorcycle,12.930033,74.887426,Medium,Fake Identity,Under Investigation
4490,FIR/2025/004490,10,34,18,101433,503711,511181,2024-09-25,Stick,Auto,12.928214,74.890176,Critical,Online Scam,Pending Trial
4491,FIR/2025/004491,9,29,17,101376,513159,504395,2023-05-31,Iron Rod,Scooter,12.887045,74.876874,Medium,Social Engineering,Closed
4492,FIR/2024/004492,10,32,20,101589,520418,506047,2022-03-02,Stick,None,12.901938,74.853642,Critical,Fake Identity,Under Investigation
4493,FIR/2024/004493,1,1,10,100810,517886,505466,2025-08-31,Crowbar,Motorcycle,12.94486,77.561011,Low,Knife Attack,Under Investigation
4494,FIR/2025/004494,7,23,10,100876,519274,506357,2023-05-06,Hands,Truck,12.930646,77.599068,Medium,Online Scam,Closed
4495,FIR/2022/004495,10,33,1,100054,513572,522188,2024-07-24,Pistol,Truck,12.981734,77.561628,Low,Firearm,Charge Sheet Filed
4496,FIR/2022/004496,3,10,9,100765,509450,519423,2025-11-08,Unknown,Car,13.011484,77.553681,Medium,Physical Assault,Under Investigation
4497,FIR/2023/004497,6,18,15,101184,511690,505138,2022-06-25,Pistol,Motorcycle,12.269006,76.641915,Low,Physical Assault,Pending Trial
4498,FIR/2022/004498,11,36,11,100913,509777,522984,2022-07-30,Iron Rod,None,12.317307,76.581508,High,Forced Entry,Pending Trial
4499,FIR/2023/004499,10,32,19,101525,522446,514815,2026-04-15,Knife,Scooter,12.916991,74.825332,Medium,Poisoning,Under Investigation
4500,FIR/2023/004500,9,31,18,101417,518976,520362,2022-06-20,Crowbar,Truck,12.947763,74.852254,Critical,Online Scam,Charge Sheet Filed
4501,FIR/2023/004501,2,6,19,101485,521913,518117,2023-11-15,Crowbar,Auto,12.923502,74.86309,High,Social Engineering,Charge Sheet Filed
4502,FIR/2026/004502,12,38,14,101139,517732,503474,2022-03-31,Pistol,Truck,12.308528,76.680448,Low,Vehicle Lock Break,Closed
4503,FIR/2023/004503,8,26,2,100144,516571,501209,2023-09-24,Stick,Auto,12.945675,77.59181,High,Firearm,Under Investigation
4504,FIR/2025/004504,7,25,18,101422,508985,508201,2024-09-26,Unknown,Scooter,12.912619,74.861795,Medium,Knife Attack,Under Investigation
4505,FIR/2022/004505,7,23,11,100963,500042,522912,2023-08-20,Stick,Van,12.313739,76.586876,Low,Knife Attack,Pending Trial
4506,FIR/2023/004506,3,10,3,100209,518312,503282,2023-12-31,Unknown,Van,12.954364,77.60655,Medium,Duplicate Key,Pending Trial
4507,FIR/2026/004507,9,31,15,101252,522975,512985,2023-12-14,Crowbar,Scooter,12.272601,76.639579,Critical,Poisoning,Pending Trial
4508,FIR/2025/004508,8,26,3,100251,516719,507005,2024-12-12,Iron Rod,Motorcycle,12.981475,77.578337,Medium,Social Engineering,Closed
4509,FIR/2025/004509,5,17,9,100748,504286,514767,2024-04-05,Unknown,Auto,13.003996,77.552134,Medium,Vehicle Lock Break,Closed
4510,FIR/2026/004510,4,13,6,100491,504360,511201,2025-04-02,Stick,None,12.970465,77.603908,Low,Fake Identity,Charge Sheet Filed
4511,FIR/2026/004511,7,23,8,100691,502437,524441,2026-07-01,Crowbar,Car,12.994984,77.599417,High,Online Scam,Under Investigation
4512,FIR/2023/004512,9,31,7,100579,505143,515167,2025-03-14,Unknown,Car,12.927243,77.634123,Critical,Physical Assault,Charge Sheet Filed
4513,FIR/2025/004513,6,18,8,100663,517493,505553,2026-01-05,Hands,None,12.967011,77.574102,Medium,Firearm,Closed
4514,FIR/2025/004514,1,3,17,101382,508245,517081,2026-08-12,Knife,None,12.882282,74.822647,Critical,Social Engineering,Under Investigation
4515,FIR/2025/004515,7,24,16,101341,522344,500577,2026-02-19,Unknown,Van,12.930713,74.875916,Critical,Vehicle Lock Break,Closed
4516,FIR/2022/004516,5,17,5,100342,510015,515267,2026-04-20,Knife,Truck,12.910685,77.599115,Medium,Social Engineering,Under Investigation
4517,FIR/2026/004517,1,1,15,101253,500793,507922,2024-12-27,Unknown,Van,12.264498,76.622138,Low,Knife Attack,Charge Sheet Filed
4518,FIR/2023/004518,9,30,12,101034,511428,501032,2023-10-08,Unknown,Van,12.32049,76.670263,High,Firearm,Under Investigation
4519,FIR/2025/004519,6,22,8,100626,516314,514053,2024-10-27,Stick,Car,12.998564,77.610819,Critical,Social Engineering,Charge Sheet Filed
4520,FIR/2024/004520,2,7,6,100526,500628,501584,2023-10-02,Pistol,Van,12.973346,77.570754,Low,Duplicate Key,Charge Sheet Filed
4521,FIR/2025/004521,7,25,17,101396,523390,509261,2024-02-14,Stick,Truck,12.904291,74.862884,Low,Forced Entry,Charge Sheet Filed
4522,FIR/2022/004522,4,11,19,101486,524215,504053,2025-01-16,Stick,Motorcycle,12.899861,74.84248,Medium,Forced Entry,Charge Sheet Filed
4523,FIR/2025/004523,6,18,18,101416,500493,504428,2022-10-29,Stick,Van,12.95451,74.845059,Low,Online Scam,Closed
4524,FIR/2022/004524,7,24,4,100288,511614,524137,2024-04-02,Unknown,Van,13.012007,77.597668,Critical,Vehicle Lock Break,Charge Sheet Filed
4525,FIR/2025/004525,12,39,9,100754,516744,509538,2025-11-29,Stick,None,12.966434,77.593515,High,Duplicate Key,Pending Trial
4526,FIR/2026/004526,5,17,16,101288,503424,513799,2024-03-29,Hands,Motorcycle,12.926186,74.8673,Medium,Social Engineering,Pending Trial
4527,FIR/2024/004527,8,27,20,101547,517486,500070,2026-01-24,Stick,None,12.923141,74.876587,Low,Social Engineering,Closed
4528,FIR/2024/004528,4,11,16,101341,524185,507136,2026-02-18,Hands,None,12.972252,74.894377,Critical,Online Scam,Closed
4529,FIR/2024/004529,3,8,17,101377,519856,524038,2025-01-21,Pistol,Van,12.914652,74.832005,Critical,Forced Entry,Under Investigation
4530,FIR/2026/004530,8,28,13,101097,509264,507267,2025-04-01,Hands,Scooter,12.28296,76.663339,High,Physical Assault,Charge Sheet Filed
4531,FIR/2023/004531,2,6,18,101427,502914,519645,2025-03-19,Pistol,Car,12.94927,74.865988,Medium,Vehicle Lock Break,Under Investigation
4532,FIR/2025/004532,8,28,10,100873,500524,510887,2023-03-09,Hands,Car,12.933867,77.569991,Critical,Poisoning,Closed
4533,FIR/2024/004533,3,8,15,101209,515844,501177,2026-06-02,Hands,Van,12.264874,76.608342,Critical,Fake Identity,Closed
4534,FIR/2022/004534,8,26,17,101402,508706,504427,2026-12-15,Hands,Auto,12.931385,74.847439,Medium,Firearm,Under Investigation
4535,FIR/2023/004535,11,35,8,100662,516343,506901,2023-10-25,Pistol,Car,12.961746,77.595538,High,Fake Identity,Closed
4536,FIR/2022/004536,6,19,10,100853,523172,519359,2022-08-23,Hands,Auto,12.950821,77.571674,Low,Forced Entry,Closed
4537,FIR/2024/004537,11,37,19,101504,508116,516500,2024-11-29,Stick,Scooter,12.900378,74.86494,High,Duplicate Key,Charge Sheet Filed
4538,FIR/2026/004538,9,30,3,100202,509060,522053,2025-06-04,Pistol,Auto,13.002414,77.569349,Low,Social Engineering,Charge Sheet Filed
4539,FIR/2025/004539,4,11,3,100213,507980,516108,2025-09-18,Iron Rod,Truck,12.958467,77.569976,High,Fake Identity,Pending Trial
4540,FIR/2025/004540,7,25,8,100632,510595,504624,2024-06-18,Unknown,Car,13.006449,77.567446,Medium,Firearm,Pending Trial
4541,FIR/2025/004541,9,29,9,100712,519211,520625,2025-06-28,Stick,None,13.018247,77.544789,High,Physical Assault,Charge Sheet Filed
4542,FIR/2025/004542,6,19,17,101361,513377,500389,2026-02-26,Crowbar,Truck,12.896032,74.87178,Low,Firearm,Pending Trial
4543,FIR/2022/004543,3,8,3,100225,512477,511149,2023-04-22,Stick,Motorcycle,12.954104,77.612617,Critical,ATM Skimming,Pending Trial
4544,FIR/2025/004544,9,29,10,100796,510664,518326,2026-04-11,Crowbar,Auto,12.973248,77.569994,Low,Duplicate Key,Closed
4545,FIR/2024/004545,6,22,7,100588,502022,508601,2022-01-14,Hands,None,12.943241,77.654806,Low,Forced Entry,Pending Trial
4546,FIR/2026/004546,11,37,8,100701,508217,517704,2022-11-13,Hands,None,13.014585,77.609887,Critical,Firearm,Charge Sheet Filed
4547,FIR/2024/004547,3,8,5,100424,500496,522140,2023-03-19,Stick,Auto,12.955058,77.545954,High,Firearm,Charge Sheet Filed
4548,FIR/2022/004548,10,33,19,101503,500112,505673,2026-05-06,Unknown,Truck,12.956927,74.849331,High,Poisoning,Closed
4549,FIR/2022/004549,1,2,5,100370,502045,512139,2026-04-09,Unknown,Car,12.932363,77.556201,Medium,Fake Identity,Closed
4550,FIR/2024/004550,3,8,11,100912,523840,521304,2022-06-23,Hands,Truck,12.318235,76.590606,Low,Forced Entry,Under Investigation
4551,FIR/2026/004551,7,24,6,100440,512004,508694,2022-05-11,Iron Rod,Van,13.007508,77.60122,Low,ATM Skimming,Pending Trial
4552,FIR/2026/004552,1,1,14,101141,519602,503269,2024-03-18,Crowbar,Van,12.267771,76.652881,Critical,Online Scam,Under Investigation
4553,FIR/2026/004553,9,29,10,100776,523782,502885,2026-02-10,Iron Rod,None,12.951262,77.568984,High,Fake Identity,Pending Trial
4554,FIR/2025/004554,8,27,2,100135,514456,503856,2026-03-07,Pistol,Auto,12.981154,77.584933,Medium,Firearm,Pending Trial
4555,FIR/2022/004555,5,17,11,100910,508395,509493,2025-07-02,Crowbar,Auto,12.329093,76.627725,Critical,Forced Entry,Charge Sheet Filed
4556,FIR/2022/004556,6,20,3,100229,522352,516109,2025-01-09,Stick,Scooter,12.948943,77.583595,Medium,Physical Assault,Pending Trial
4557,FIR/2023/004557,7,24,13,101098,518740,506577,2025-04-30,Knife,Truck,12.330083,76.696747,Critical,Firearm,Closed
4558,FIR/2026/004558,12,40,20,101558,506915,518394,2023-01-31,Iron Rod,Motorcycle,12.908947,74.851488,High,Social Engineering,Pending Trial
4559,FIR/2024/004559,6,20,13,101111,515109,521391,2025-12-21,Knife,None,12.299964,76.677037,Medium,Fake Identity,Closed
4560,FIR/2026/004560,7,23,16,101327,506532,514627,2026-07-19,Pistol,Motorcycle,12.9333,74.86921,Medium,Forced Entry,Pending Trial
4561,FIR/2025/004561,1,3,2,100113,514862,510425,2023-04-10,Knife,Car,12.932238,77.590553,Medium,Fake Identity,Closed
4562,FIR/2023/004562,9,29,13,101062,508893,512435,2024-03-20,Knife,Car,12.340589,76.696675,Medium,ATM Skimming,Closed
4563,FIR/2023/004563,1,4,14,101158,501337,503851,2022-01-12,Hands,Scooter,12.256683,76.683496,Low,Social Engineering,Closed
4564,FIR/2026/004564,3,8,3,100173,518446,504325,2025-11-20,Crowbar,Van,12.963562,77.593603,Critical,Fake Identity,Pending Trial
4565,FIR/2025/004565,4,12,1,100080,517339,523344,2022-06-24,Knife,Truck,12.965228,77.584669,High,Knife Attack,Closed
4566,FIR/2026/004566,4,13,20,101545,517195,514879,2022-06-03,Unknown,Motorcycle,12.887923,74.891088,Critical,Vehicle Lock Break,Closed
4567,FIR/2023/004567,4,13,5,100355,504722,504885,2023-12-22,Knife,None,12.95328,77.577648,High,Social Engineering,Pending Trial
4568,FIR/2026/004568,1,1,1,100014,508732,515473,2026-10-13,Knife,Truck,12.992249,77.58094,Medium,Vehicle Lock Break,Charge Sheet Filed
4569,FIR/2025/004569,5,15,3,100182,524893,521150,2026-06-14,Pistol,None,12.968226,77.625958,Medium,Forced Entry,Pending Trial
4570,FIR/2022/004570,3,10,6,100512,512335,523600,2026-04-12,Stick,Van,12.989226,77.607091,Low,Fake Identity,Closed
4571,FIR/2026/004571,10,34,6,100502,519140,520935,2025-01-11,Hands,Scooter,13.00902,77.573532,Low,ATM Skimming,Charge Sheet Filed
4572,FIR/2023/004572,9,29,2,100123,505587,522690,2022-04-20,Hands,Van,12.976304,77.635289,Low,Social Engineering,Pending Trial
4573,FIR/2024/004573,11,37,18,101450,516709,502780,2026-06-12,Iron Rod,Van,12.918671,74.881017,Medium,Poisoning,Closed
4574,FIR/2026/004574,2,7,3,100235,512213,502479,2025-02-15,Knife,None,13.001486,77.601436,Low,Fake Identity,Pending Trial
4575,FIR/2025/004575,1,4,15,101240,512093,514929,2022-06-23,Knife,Scooter,12.296145,76.610551,High,Physical Assault,Closed
4576,FIR/2024/004576,7,23,18,101446,509704,517360,2023-09-04,Unknown,Auto,12.939878,74.886141,Low,Firearm,Under Investigation
4577,FIR/2024/004577,1,4,20,101607,509688,515708,2026-04-02,Pistol,Truck,12.896201,74.881667,Critical,Vehicle Lock Break,Closed
4578,FIR/2022/004578,5,14,20,101567,523385,518978,2025-04-08,Knife,Van,12.945857,74.889314,High,Online Scam,Pending Trial
4579,FIR/2023/004579,9,29,18,101409,520743,520499,2025-10-28,Unknown,Car,12.955812,74.832675,Critical,Online Scam,Closed
4580,FIR/2024/004580,11,36,14,101133,500351,517761,2024-07-08,Knife,Truck,12.252832,76.689166,Critical,ATM Skimming,Charge Sheet Filed
4581,FIR/2026/004581,7,25,9,100716,506159,507250,2026-07-13,Unknown,Truck,13.017711,77.594684,Low,ATM Skimming,Pending Trial
4582,FIR/2025/004582,5,15,15,101233,510021,524183,2025-09-14,Knife,Truck,12.264248,76.5942,High,Social Engineering,Under Investigation
4583,FIR/2022/004583,7,23,5,100385,521702,504228,2025-04-25,Crowbar,Motorcycle,12.956988,77.566679,Critical,ATM Skimming,Pending Trial
4584,FIR/2022/004584,3,8,15,101244,501531,520645,2022-03-14,Pistol,Scooter,12.285092,76.623504,Medium,Firearm,Pending Trial
4585,FIR/2026/004585,1,3,5,100418,509169,504791,2024-03-22,Crowbar,Van,12.913754,77.568138,Critical,Knife Attack,Under Investigation
4586,FIR/2022/004586,7,23,20,101554,502093,512664,2025-02-20,Stick,Auto,12.887046,74.880155,Critical,Knife Attack,Under Investigation
4587,FIR/2026/004587,9,29,7,100542,515854,515910,2023-08-31,Iron Rod,Truck,12.905351,77.619057,Critical,Online Scam,Closed
4588,FIR/2025/004588,3,9,4,100337,519520,508920,2024-06-04,Pistol,Car,12.989698,77.600287,Low,Online Scam,Under Investigation
4589,FIR/2022/004589,4,11,12,100984,505702,506076,2025-04-08,Knife,Scooter,12.335562,76.70115,Medium,Poisoning,Pending Trial
4590,FIR/2022/004590,5,15,16,101313,520517,523520,2023-05-25,Iron Rod,Scooter,12.92502,74.899154,Medium,ATM Skimming,Pending Trial
4591,FIR/2022/004591,12,40,12,101011,516842,520498,2024-09-10,Stick,Auto,12.296799,76.698819,Medium,Vehicle Lock Break,Closed
4592,FIR/2026/004592,6,19,3,100205,511912,511208,2022-09-16,Crowbar,Van,12.954421,77.57382,Low,Poisoning,Under Investigation
4593,FIR/2025/004593,5,14,1,100082,512294,523033,2022-10-27,Hands,Van,12.959599,77.58329,High,Knife Attack,Closed
4594,FIR/2023/004594,1,4,12,101017,521908,523382,2025-07-07,Pistol,None,12.319847,76.687728,Critical,Duplicate Key,Under Investigation
4595,FIR/2022/004595,8,27,2,100155,503757,520021,2023-02-18,Unknown,Motorcycle,12.938501,77.628002,Medium,Vehicle Lock Break,Charge Sheet Filed
4596,FIR/2023/004596,12,40,14,101154,513691,510875,2023-07-22,Crowbar,Motorcycle,12.293367,76.67797,Medium,Physical Assault,Pending Trial
4597,FIR/2024/004597,6,19,16,101277,514386,510471,2025-03-02,Hands,Van,12.964117,74.898504,Critical,Fake Identity,Closed
4598,FIR/2022/004598,5,15,2,100142,502019,520972,2022-07-08,Unknown,Van,12.94056,77.607877,High,Duplicate Key,Closed
4599,FIR/2026/004599,5,17,8,100659,510859,514433,2022-07-24,Unknown,Truck,12.976207,77.582829,High,Poisoning,Pending Trial
4600,FIR/2022/004600,7,25,10,100881,504118,512992,2023-03-29,Hands,None,12.96906,77.561763,High,Online Scam,Pending Trial
4601,FIR/2025/004601,5,15,20,101566,502871,514870,2024-04-25,Unknown,Van,12.902501,74.866259,High,Firearm,Under Investigation
4602,FIR/2026/004602,5,15,14,101126,504826,509953,2022-03-17,Iron Rod,Car,12.249618,76.641937,Medium,Poisoning,Pending Trial
4603,FIR/2024/004603,11,36,13,101110,502557,507075,2026-07-04,Stick,Truck,12.305001,76.689354,Low,Online Scam,Under Investigation
4604,FIR/2022/004604,1,1,16,101285,522525,501061,2023-10-04,Unknown,None,12.967892,74.886617,Low,Duplicate Key,Pending Trial
