CourtCaseID,CaseID,CourtName,JudgeName,HearingCount,Judgement
3809,3809,Kalaburagi District Court,Justice 245,12,Convicted
3810,3810,Mangaluru District Court,Justice 309,6,Convicted
3811,3811,Bengaluru Sessions Court,Justice 373,11,Acquitted
3812,3812,Bengaluru Sessions Court,Justice 348,6,Acquitted
3813,3813,Hubballi District Court,Justice 186,7,Convicted
3814,3814,Bengaluru Sessions Court,Justice 407,19,Pending
3815,3815,Belagavi Sessions Court,Justice 293,4,Convicted
3816,3816,Bengaluru Sessions Court,Justice 94,11,Convicted
3817,3817,Mangaluru District Court,Justice 45,12,Convicted
3818,3818,Mysuru District Court,Justice 38,15,Convicted
3819,3819,Hubballi District Court,Justice 76,15,Pending
3820,3820,Kalaburagi District Court,Justice 58,9,Acquitted
3821,3821,Belagavi Sessions Court,Justice 182,2,Pending
3822,3822,Mysuru District Court,Justice 22,1,Acquitted
3823,3823,Mangaluru District Court,Justice 352,7,Pending
3824,3824,Mangaluru District Court,Justice 191,14,Acquitted
3825,3825,Mangaluru District Court,Justice 209,15,Pending
3826,3826,Mangaluru District Court,Justice 63,8,Pending
3827,3827,Mysuru District Court,Justice 31,6,Acquitted
3828,3828,Bengaluru Sessions Court,Justice 66,17,Acquitted
3829,3829,Bengaluru Sessions Court,Justice 90,15,Convicted
3830,3830,Belagavi Sessions Court,Justice 78,16,Convicted
3831,3831,Bengaluru Sessions Court,Justice 460,3,Convicted
3832,3832,Hubballi District Court,Justice 153,6,Convicted
3833,3833,Belagavi Sessions Court,Justice 394,14,Acquitted
3834,3834,Mysuru District Court,Justice 359,7,Convicted
3835,3835,Kalaburagi District Court,Justice 278,15,Acquitted
3836,3836,Mangaluru District Court,Justice 365,7,Acquitted
3837,3837,Hubballi District Court,Justice 212,3,Acquitted
3838,3838,Kalaburagi District Court,Justice 186,3,Pending
3839,3839,Hubballi District Court,Justice 294,15,Convicted
3840,3840,Hubballi District Court,Justice 496,15,Pending
3841,3841,Mangaluru District Court,Justice 390,18,Pending
3842,3842,Kalaburagi District Court,Justice 438,14,Acquitted
3843,3843,Hubballi District Court,Justice 63,16,Acquitted
3844,3844,Hubballi District Court,Justice 296,14,Pending
3845,3845,Hubballi District Court,Justice 44,12,Acquitted
3846,3846,Mysuru District Court,Justice 75,1,Pending
3847,3847,Hubballi District Court,Justice 207,8,Convicted
3848,3848,Hubballi District Court,Justice 48,14,Convicted
3849,3849,Mangaluru District Court,Justice 322,1,Acquitted
3850,3850,Bengaluru Sessions Court,Justice 264,17,Acquitted
3851,3851,Mangaluru District Court,Justice 301,11,Convicted
3852,3852,Bengaluru Sessions Court,Justice 499,11,Convicted
3853,3853,Belagavi Sessions Court,Justice 446,15,Acquitted
3854,3854,Mysuru District Court,Justice 169,14,Pending
3855,3855,Belagavi Sessions Court,Justice 100,12,Convicted
3856,3856,Bengaluru Sessions Court,Justice 57,13,Convicted
3857,3857,Mysuru District Court,Justice 219,4,Convicted
3858,3858,Kalaburagi District Court,Justice 487,11,Acquitted
3859,3859,Mangaluru District Court,Justice 381,6,Acquitted
3860,3860,Mangaluru District Court,Justice 294,2,Convicted
3861,3861,Kalaburagi District Court,Justice 59,18,Acquitted
3862,3862,Mysuru District Court,Justice 190,10,Acquitted
3863,3863,Bengaluru Sessions Court,Justice 60,3,Acquitted
3864,3864,Mangaluru District Court,Justice 336,4,Convicted
3865,3865,Belagavi Sessions Court,Justice 435,11,Convicted
3866,3866,Mangaluru District Court,Justice 431,14,Pending
3867,3867,Hubballi District Court,Justice 145,15,Convicted
3868,3868,Bengaluru Sessions Court,Justice 399,9,Pending
3869,3869,Mysuru District Court,Justice 247,10,Acquitted
3870,3870,Hubballi District Court,Justice 449,15,Pending
3871,3871,Hubballi District Court,Justice 74,3,Acquitted
3872,3872,Belagavi Sessions Court,Justice 39,19,Convicted
3873,3873,Hubballi District Court,Justice 220,3,Acquitted
3874,3874,Bengaluru Sessions Court,Justice 347,20,Convicted
3875,3875,Mysuru District Court,Justice 47,19,Convicted
3876,3876,Mangaluru District Court,Justice 418,1,Acquitted
3877,3877,Mysuru District Court,Justice 499,2,Convicted
3878,3878,Belagavi Sessions Court,Justice 94,16,Convicted
3879,3879,Bengaluru Sessions Court,Justice 214,19,Pending
3880,3880,Kalaburagi District Court,Justice 488,12,Pending
3881,3881,Mangaluru District Court,Justice 46,11,Convicted
3882,3882,Belagavi Sessions Court,Justice 269,6,Pending
3883,3883,Kalaburagi District Court,Justice 427,6,Pending
3884,3884,Mysuru District Court,Justice 280,16,Acquitted
3885,3885,Mangaluru District Court,Justice 70,14,Pending
3886,3886,Hubballi District Court,Justice 493,6,Convicted
3887,3887,Hubballi District Court,Justice 33,1,Convicted
3888,3888,Kalaburagi District Court,Justice 420,17,Pending
3889,3889,Hubballi District Court,Justice 378,11,Convicted
3890,3890,Mangaluru District Court,Justice 445,9,Pending
3891,3891,Belagavi Sessions Court,Justice 83,18,Acquitted
3892,3892,Mangaluru District Court,Justice 46,17,Convicted
3893,3893,Belagavi Sessions Court,Justice 25,7,Convicted
3894,3894,Mysuru District Court,Justice 480,9,Acquitted
3895,3895,Kalaburagi District Court,Justice 348,9,Pending
3896,3896,Hubballi District Court,Justice 308,2,Pending
3897,3897,Hubballi District Court,Justice 458,9,Acquitted
3898,3898,Belagavi Sessions Court,Justice 358,19,Convicted
3899,3899,Bengaluru Sessions Court,Justice 109,18,Acquitted
3900,3900,Mysuru District Court,Justice 398,10,Acquitted
3901,3901,Kalaburagi District Court,Justice 259,8,Convicted
3902,3902,Mysuru District Court,Justice 373,13,Acquitted
3903,3903,Mysuru District Court,Justice 432,5,Acquitted
3904,3904,Mysuru District Court,Justice 364,14,Pending
3905,3905,Belagavi Sessions Court,Justice 417,10,Convicted
3906,3906,Mangaluru District Court,Justice 53,20,Convicted
3907,3907,Mangaluru District Court,Justice 1,20,Pending
3908,3908,Belagavi Sessions Court,Justice 7,12,Acquitted
3909,3909,Mysuru District Court,Justice 360,5,Pending
3910,3910,Mysuru District Court,Justice 355,10,Convicted
3911,3911,Mangaluru District Court,Justice 288,19,Convicted
3912,3912,Mangaluru District Court,Justice 422,8,Convicted
3913,3913,Mysuru District Court,Justice 330,16,Convicted
3914,3914,Bengaluru Sessions Court,Justice 389,4,Acquitted
3915,3915,Mangaluru District Court,Justice 234,19,Acquitted
3916,3916,Mysuru District Court,Justice 316,11,Convicted
3917,3917,Hubballi District Court,Justice 216,1,Convicted
3918,3918,Mangaluru District Court,Justice 283,7,Pending
3919,3919,Belagavi Sessions Court,Justice 493,18,Pending
3920,3920,Mangaluru District Court,Justice 45,15,Pending
3921,3921,Bengaluru Sessions Court,Justice 228,16,Convicted
3922,3922,Belagavi Sessions Court,Justice 446,3,Pending
3923,3923,Mysuru District Court,Justice 98,15,Acquitted
3924,3924,Bengaluru Sessions Court,Justice 341,19,Convicted
3925,3925,Belagavi Sessions Court,Justice 283,10,Convicted
3926,3926,Kalaburagi District Court,Justice 347,9,Convicted
3927,3927,Bengaluru Sessions Court,Justice 307,13,Pending
3928,3928,Hubballi District Court,Justice 437,5,Pending
3929,3929,Mysuru District Court,Justice 203,16,Convicted
3930,3930,Kalaburagi District Court,Justice 416,18,Pending
3931,3931,Mangaluru District Court,Justice 39,3,Convicted
3932,3932,Mysuru District Court,Justice 382,6,Acquitted
3933,3933,Hubballi District Court,Justice 212,8,Pending
3934,3934,Kalaburagi District Court,Justice 345,19,Acquitted
3935,3935,Belagavi Sessions Court,Justice 249,13,Pending
3936,3936,Mysuru District Court,Justice 23,5,Acquitted
3937,3937,Kalaburagi District Court,Justice 19,12,Pending
3938,3938,Belagavi Sessions Court,Justice 326,6,Convicted
3939,3939,Mangaluru District Court,Justice 208,11,Acquitted
3940,3940,Belagavi Sessions Court,Justice 89,17,Convicted
3941,3941,Hubballi District Court,Justice 262,17,Pending
3942,3942,Mangaluru District Court,Justice 393,1,Convicted
3943,3943,Belagavi Sessions Court,Justice 445,12,Acquitted
3944,3944,Mangaluru District Court,Justice 363,6,Acquitted
3945,3945,Kalaburagi District Court,Justice 449,19,Acquitted
3946,3946,Belagavi Sessions Court,Justice 154,19,Acquitted
3947,3947,Mangaluru District Court,Justice 129,1,Acquitted
3948,3948,Belagavi Sessions Court,Justice 170,13,Pending
3949,3949,Hubballi District Court,Justice 449,12,Pending
3950,3950,Hubballi District Court,Justice 171,16,Acquitted
3951,3951,Mangaluru District Court,Justice 46,11,Acquitted
3952,3952,Mysuru District Court,Justice 27,1,Acquitted
3953,3953,Hubballi District Court,Justice 333,6,Acquitted
3954,3954,Belagavi Sessions Court,Justice 336,11,Pending
3955,3955,Mysuru District Court,Justice 248,7,Acquitted
3956,3956,Hubballi District Court,Justice 187,13,Pending
3957,3957,Hubballi District Court,Justice 126,1,Pending
3958,3958,Bengaluru Sessions Court,Justice 120,10,Pending
3959,3959,Mangaluru District Court,Justice 8,7,Acquitted
3960,3960,Mangaluru District Court,Justice 204,11,Pending
3961,3961,Kalaburagi District Court,Justice 399,3,Pending
3962,3962,Mangaluru District Court,Justice 448,14,Acquitted
3963,3963,Hubballi District Court,Justice 251,14,Pending
3964,3964,Mysuru District Court,Justice 389,2,Convicted
3965,3965,Kalaburagi District Court,Justice 110,3,Pending
3966,3966,Mangaluru District Court,Justice 478,4,Pending
3967,3967,Mangaluru District Court,Justice 375,5,Acquitted
3968,3968,Mysuru District Court,Justice 411,19,Convicted
3969,3969,Hubballi District Court,Justice 128,13,Convicted
3970,3970,Mysuru District Court,Justice 338,12,Convicted
3971,3971,Kalaburagi District Court,Justice 296,17,Acquitted
3972,3972,Kalaburagi District Court,Justice 216,10,Pending
3973,3973,Belagavi Sessions Court,Justice 322,9,Convicted
3974,3974,Kalaburagi District Court,Justice 452,14,Convicted
3975,3975,Mangaluru District Court,Justice 158,4,Pending
3976,3976,Mysuru District Court,Justice 240,13,Convicted
3977,3977,Mangaluru District Court,Justice 443,19,Pending
3978,3978,Mysuru District Court,Justice 183,8,Acquitted
3979,3979,Bengaluru Sessions Court,Justice 462,9,Acquitted
3980,3980,Mysuru District Court,Justice 28,14,Acquitted
3981,3981,Mangaluru District Court,Justice 94,16,Convicted
3982,3982,Belagavi Sessions Court,Justice 433,5,Pending
3983,3983,Mysuru District Court,Justice 108,15,Acquitted
3984,3984,Mysuru District Court,Justice 102,12,Acquitted
3985,3985,Belagavi Sessions Court,Justice 221,14,Pending
3986,3986,Hubballi District Court,Justice 475,2,Acquitted
3987,3987,Kalaburagi District Court,Justice 488,2,Pending
3988,3988,Hubballi District Court,Justice 467,19,Acquitted
3989,3989,Hubballi District Court,Justice 92,13,Convicted
3990,3990,Mangaluru District Court,Justice 396,14,Acquitted
3991,3991,Bengaluru Sessions Court,Justice 70,4,Pending
3992,3992,Kalaburagi District Court,Justice 466,15,Convicted
3993,3993,Mangaluru District Court,Justice 123,7,Convicted
3994,3994,Mangaluru District Court,Justice 437,8,Pending
3995,3995,Mangaluru District Court,Justice 55,7,Convicted
3996,3996,Kalaburagi District Court,Justice 22,3,Convicted
3997,3997,Kalaburagi District Court,Justice 22,1,Acquitted
3998,3998,Mangaluru District Court,Justice 215,3,Pending
3999,3999,Bengaluru Sessions Court,Justice 483,11,Convicted
4000,4000,Belagavi Sessions Court,Justice 165,3,Pending
4001,4001,Hubballi District Court,Justice 352,18,Pending
4002,4002,Bengaluru Sessions Court,Justice 408,15,Acquitted
4003,4003,Hubballi District Court,Justice 81,18,Acquitted
4004,4004,Bengaluru Sessions Court,Justice 308,2,Acquitted
4005,4005,Hubballi District Court,Justice 439,10,Pending
4006,4006,Kalaburagi District Court,Justice 299,17,Acquitted
4007,4007,Mysuru District Court,Justice 392,14,Convicted
4008,4008,Hubballi District Court,Justice 496,13,Acquitted
4009,4009,Kalaburagi District Court,Justice 156,14,Convicted
4010,4010,Kalaburagi District Court,Justice 311,16,Acquitted
4011,4011,Mangaluru District Court,Justice 162,3,Pending
4012,4012,Hubballi District Court,Justice 185,3,Acquitted
4013,4013,Belagavi Sessions Court,Justice 499,14,Convicted
4014,4014,Mangaluru District Court,Justice 199,20,Pending
4015,4015,Bengaluru Sessions Court,Justice 361,20,Pending
4016,4016,Belagavi Sessions Court,Justice 155,17,Pending
4017,4017,Mangaluru District Court,Justice 240,12,Acquitted
4018,4018,Mysuru District Court,Justice 414,15,Pending
4019,4019,Kalaburagi District Court,Justice 319,13,Convicted
4020,4020,Kalaburagi District Court,Justice 327,4,Convicted
4021,4021,Mysuru District Court,Justice 418,5,Pending
4022,4022,Mangaluru District Court,Justice 496,1,Acquitted
4023,4023,Mysuru District Court,Justice 2,6,Convicted
4024,4024,Mysuru District Court,Justice 444,18,Acquitted
4025,4025,Mysuru District Court,Justice 155,13,Acquitted
4026,4026,Hubballi District Court,Justice 127,20,Pending
4027,4027,Hubballi District Court,Justice 118,13,Acquitted
4028,4028,Bengaluru Sessions Court,Justice 400,15,Acquitted
4029,4029,Hubballi District Court,Justice 375,1,Convicted
4030,4030,Mangaluru District Court,Justice 402,4,Pending
4031,4031,Kalaburagi District Court,Justice 317,15,Acquitted
4032,4032,Mangaluru District Court,Justice 398,6,Acquitted
4033,4033,Kalaburagi District Court,Justice 240,11,Acquitted
4034,4034,Belagavi Sessions Court,Justice 48,5,Acquitted
4035,4035,Mysuru District Court,Justice 360,9,Acquitted
4036,4036,Hubballi District Court,Justice 399,7,Convicted
4037,4037,Belagavi Sessions Court,Justice 89,9,Convicted
4038,4038,Bengaluru Sessions Court,Justice 108,10,Convicted
4039,4039,Belagavi Sessions Court,Justice 353,16,Acquitted
4040,4040,Mysuru District Court,Justice 449,8,Acquitted
4041,4041,Belagavi Sessions Court,Justice 245,3,Pending
4042,4042,Kalaburagi District Court,Justice 16,10,Acquitted
4043,4043,Belagavi Sessions Court,Justice 337,15,Pending
4044,4044,Mangaluru District Court,Justice 42,6,Pending
4045,4045,Hubballi District Court,Justice 212,19,Acquitted
4046,4046,Kalaburagi District Court,Justice 102,3,Convicted
4047,4047,Belagavi Sessions Court,Justice 386,7,Pending
4048,4048,Hubballi District Court,Justice 208,5,Pending
4049,4049,Belagavi Sessions Court,Justice 499,15,Convicted
4050,4050,Kalaburagi District Court,Justice 279,15,Pending
4051,4051,Mangaluru District Court,Justice 390,3,Convicted
4052,4052,Mysuru District Court,Justice 142,18,Pending
4053,4053,Hubballi District Court,Justice 79,1,Convicted
4054,4054,Mangaluru District Court,Justice 316,20,Acquitted
4055,4055,Mysuru District Court,Justice 137,4,Convicted
4056,4056,Bengaluru Sessions Court,Justice 318,2,Convicted
4057,4057,Kalaburagi District Court,Justice 238,6,Convicted
4058,4058,Kalaburagi District Court,Justice 225,19,Acquitted
4059,4059,Belagavi Sessions Court,Justice 414,16,Convicted
4060,4060,Belagavi Sessions Court,Justice 264,20,Acquitted
4061,4061,Mangaluru District Court,Justice 120,17,Pending
4062,4062,Hubballi District Court,Justice 395,5,Pending
4063,4063,Kalaburagi District Court,Justice 346,13,Pending
4064,4064,Mangaluru District Court,Justice 300,10,Convicted
4065,4065,Kalaburagi District Court,Justice 363,17,Acquitted
4066,4066,Kalaburagi District Court,Justice 221,11,Pending
4067,4067,Mysuru District Court,Justice 46,3,Convicted
4068,4068,Hubballi District Court,Justice 494,7,Pending
4069,4069,Mysuru District Court,Justice 237,9,Convicted
4070,4070,Hubballi District Court,Justice 373,19,Pending
4071,4071,Bengaluru Sessions Court,Justice 194,1,Convicted
4072,4072,Bengaluru Sessions Court,Justice 365,14,Convicted
4073,4073,Belagavi Sessions Court,Justice 272,6,Acquitted
4074,4074,Mysuru District Court,Justice 283,10,Pending
4075,4075,Mysuru District Court,Justice 402,10,Acquitted
4076,4076,Hubballi District Court,Justice 427,12,Pending
4077,4077,Belagavi Sessions Court,Justice 95,3,Acquitted
4078,4078,Bengaluru Sessions Court,Justice 470,10,Convicted
4079,4079,Kalaburagi District Court,Justice 175,5,Convicted
4080,4080,Hubballi District Court,Justice 422,6,Convicted
4081,4081,Belagavi Sessions Court,Justice 228,10,Pending
4082,4082,Mysuru District Court,Justice 103,12,Convicted
4083,4083,Mangaluru District Court,Justice 360,4,Acquitted
4084,4084,Mangaluru District Court,Justice 186,2,Pending
4085,4085,Mysuru District Court,Justice 248,12,Convicted
4086,4086,Hubballi District Court,Justice 17,15,Pending
4087,4087,Mysuru District Court,Justice 357,1,Acquitted
4088,4088,Bengaluru Sessions Court,Justice 177,7,Pending
4089,4089,Bengaluru Sessions Court,Justice 473,18,Convicted
4090,4090,Belagavi Sessions Court,Justice 97,14,Convicted
4091,4091,Hubballi District Court,Justice 283,20,Convicted
4092,4092,Hubballi District Court,Justice 445,9,Acquitted
4093,4093,Belagavi Sessions Court,Justice 149,14,Acquitted
4094,4094,Hubballi District Court,Justice 272,2,Acquitted
4095,4095,Belagavi Sessions Court,Justice 462,7,Pending
4096,4096,Mysuru District Court,Justice 457,7,Pending
4097,4097,Hubballi District Court,Justice 474,4,Convicted
4098,4098,Kalaburagi District Court,Justice 462,13,Pending
4099,4099,Belagavi Sessions Court,Justice 117,19,Acquitted
4100,4100,Kalaburagi District Court,Justice 114,13,Acquitted
4101,4101,Mangaluru District Court,Justice 147,16,Acquitted
4102,4102,Bengaluru Sessions Court,Justice 115,9,Convicted
4103,4103,Bengaluru Sessions Court,Justice 429,20,Pending
4104,4104,Belagavi Sessions Court,Justice 392,8,Acquitted
4105,4105,Mangaluru District Court,Justice 172,6,Acquitted
4106,4106,Mysuru District Court,Justice 243,9,Convicted
4107,4107,Bengaluru Sessions Court,Justice 129,2,Pending
4108,4108,Hubballi District Court,Justice 2,13,Acquitted
4109,4109,Mangaluru District Court,Justice 290,10,Convicted
4110,4110,Kalaburagi District Court,Justice 286,3,Pending
4111,4111,Bengaluru Sessions Court,Justice 31,2,Pending
4112,4112,Mysuru District Court,Justice 104,19,Acquitted
4113,4113,Kalaburagi District Court,Justice 246,13,Convicted
4114,4114,Bengaluru Sessions Court,Justice 26,18,Pending
4115,4115,Hubballi District Court,Justice 154,2,Pending
4116,4116,Belagavi Sessions Court,Justice 459,6,Pending
4117,4117,Belagavi Sessions Court,Justice 118,13,Acquitted
4118,4118,Belagavi Sessions Court,Justice 114,4,Pending
4119,4119,Hubballi District Court,Justice 260,1,Convicted
4120,4120,Hubballi District Court,Justice 404,10,Convicted
4121,4121,Bengaluru Sessions Court,Justice 388,11,Convicted
4122,4122,Bengaluru Sessions Court,Justice 107,20,Convicted
4123,4123,Bengaluru Sessions Court,Justice 194,15,Acquitted
4124,4124,Bengaluru Sessions Court,Justice 99,13,Convicted
4125,4125,Mysuru District Court,Justice 187,8,Convicted
4126,4126,Belagavi Sessions Court,Justice 83,11,Acquitted
4127,4127,Mangaluru District Court,Justice 204,9,Acquitted
4128,4128,Kalaburagi District Court,Justice 14,3,Convicted
4129,4129,Mysuru District Court,Justice 129,17,Acquitted
4130,4130,Kalaburagi District Court,Justice 218,3,Pending
4131,4131,Hubballi District Court,Justice 445,14,Convicted
4132,4132,Bengaluru Sessions Court,Justice 483,18,Acquitted
4133,4133,Kalaburagi District Court,Justice 383,4,Acquitted
4134,4134,Mangaluru District Court,Justice 145,8,Convicted
4135,4135,Mysuru District Court,Justice 496,2,Pending
4136,4136,Hubballi District Court,Justice 247,17,Acquitted
4137,4137,Bengaluru Sessions Court,Justice 170,19,Convicted
4138,4138,Kalaburagi District Court,Justice 72,15,Pending
4139,4139,Hubballi District Court,Justice 39,17,Convicted
4140,4140,Mangaluru District Court,Justice 64,13,Convicted
4141,4141,Mysuru District Court,Justice 138,17,Pending
4142,4142,Belagavi Sessions Court,Justice 135,1,Acquitted
4143,4143,Belagavi Sessions Court,Justice 365,4,Acquitted
4144,4144,Belagavi Sessions Court,Justice 311,3,Pending
4145,4145,Bengaluru Sessions Court,Justice 50,19,Pending
4146,4146,Belagavi Sessions Court,Justice 253,19,Convicted
4147,4147,Bengaluru Sessions Court,Justice 94,6,Convicted
4148,4148,Kalaburagi District Court,Justice 495,2,Convicted
4149,4149,Hubballi District Court,Justice 330,4,Acquitted
4150,4150,Kalaburagi District Court,Justice 117,16,Convicted
4151,4151,Bengaluru Sessions Court,Justice 114,18,Convicted
4152,4152,Hubballi District Court,Justice 375,1,Acquitted
4153,4153,Kalaburagi District Court,Justice 95,13,Pending
4154,4154,Mangaluru District Court,Justice 317,6,Convicted
4155,4155,Bengaluru Sessions Court,Justice 228,8,Pending
4156,4156,Belagavi Sessions Court,Justice 102,3,Acquitted
4157,4157,Kalaburagi District Court,Justice 490,10,Acquitted
4158,4158,Mysuru District Court,Justice 441,15,Convicted
4159,4159,Bengaluru Sessions Court,Justice 256,20,Convicted
4160,4160,Belagavi Sessions Court,Justice 122,18,Acquitted
4161,4161,Mysuru District Court,Justice 394,10,Pending
4162,4162,Hubballi District Court,Justice 255,17,Pending
4163,4163,Belagavi Sessions Court,Justice 171,9,Convicted
4164,4164,Belagavi Sessions Court,Justice 190,17,Pending
4165,4165,Bengaluru Sessions Court,Justice 420,5,Acquitted
4166,4166,Belagavi Sessions Court,Justice 324,10,Convicted
4167,4167,Bengaluru Sessions Court,Justice 163,17,Convicted
4168,4168,Mysuru District Court,Justice 209,18,Convicted
4169,4169,Kalaburagi District Court,Justice 413,11,Convicted
4170,4170,Bengaluru Sessions Court,Justice 12,1,Convicted
4171,4171,Bengaluru Sessions Court,Justice 37,18,Pending
4172,4172,Hubballi District Court,Justice 284,7,Pending
4173,4173,Hubballi District Court,Justice 450,16,Acquitted
4174,4174,Hubballi District Court,Justice 256,12,Convicted
4175,4175,Mysuru District Court,Justice 199,18,Acquitted
4176,4176,Bengaluru Sessions Court,Justice 72,10,Pending
4177,4177,Bengaluru Sessions Court,Justice 108,7,Convicted
4178,4178,Mangaluru District Court,Justice 100,16,Convicted
4179,4179,Kalaburagi District Court,Justice 367,14,Acquitted
4180,4180,Hubballi District Court,Justice 21,13,Acquitted
4181,4181,Mysuru District Court,Justice 194,5,Acquitted
4182,4182,Bengaluru Sessions Court,Justice 165,5,Convicted
4183,4183,Mysuru District Court,Justice 417,3,Pending
4184,4184,Mangaluru District Court,Justice 60,10,Convicted
4185,4185,Bengaluru Sessions Court,Justice 224,20,Pending
4186,4186,Hubballi District Court,Justice 30,3,Pending
4187,4187,Belagavi Sessions Court,Justice 30,2,Pending
4188,4188,Mangaluru District Court,Justice 227,18,Convicted
4189,4189,Kalaburagi District Court,Justice 309,5,Pending
4190,4190,Mysuru District Court,Justice 278,10,Convicted
4191,4191,Mysuru District Court,Justice 26,12,Pending
4192,4192,Bengaluru Sessions Court,Justice 175,6,Acquitted
4193,4193,Bengaluru Sessions Court,Justice 474,18,Acquitted
4194,4194,Bengaluru Sessions Court,Justice 425,20,Convicted
4195,4195,Bengaluru Sessions Court,Justice 58,15,Pending
4196,4196,Kalaburagi District Court,Justice 26,13,Pending
4197,4197,Mysuru District Court,Justice 346,17,Acquitted
4198,4198,Mangaluru District Court,Justice 106,5,Convicted
4199,4199,Mangaluru District Court,Justice 84,1,Acquitted
4200,4200,Mysuru District Court,Justice 472,20,Acquitted
4201,4201,Bengaluru Sessions Court,Justice 438,4,Pending
4202,4202,Kalaburagi District Court,Justice 222,2,Acquitted
4203,4203,Kalaburagi District Court,Justice 404,1,Acquitted
4204,4204,Bengaluru Sessions Court,Justice 164,1,Acquitted
4205,4205,Kalaburagi District Court,Justice 436,8,Acquitted
4206,4206,Hubballi District Court,Justice 472,14,Pending
4207,4207,Hubballi District Court,Justice 105,17,Pending
4208,4208,Belagavi Sessions Court,Justice 416,18,Pending
4209,4209,Mysuru District Court,Justice 262,20,Pending
4210,4210,Belagavi Sessions Court,Justice 318,4,Acquitted
4211,4211,Belagavi Sessions Court,Justice 483,14,Acquitted
4212,4212,Belagavi Sessions Court,Justice 454,9,Acquitted
4213,4213,Bengaluru Sessions Court,Justice 375,2,Acquitted
4214,4214,Kalaburagi District Court,Justice 497,14,Acquitted
4215,4215,Hubballi District Court,Justice 90,9,Acquitted
4216,4216,Mangaluru District Court,Justice 443,8,Acquitted
4217,4217,Hubballi District Court,Justice 81,16,Convicted
4218,4218,Mysuru District Court,Justice 448,12,Pending
4219,4219,Belagavi Sessions Court,Justice 438,20,Pending
4220,4220,Mysuru District Court,Justice 6,11,Acquitted
4221,4221,Mysuru District Court,Justice 452,19,Acquitted
4222,4222,Belagavi Sessions Court,Justice 217,19,Acquitted
4223,4223,Mysuru District Court,Justice 322,14,Acquitted
4224,4224,Mysuru District Court,Justice 493,11,Pending
4225,4225,Kalaburagi District Court,Justice 164,12,Convicted
4226,4226,Mangaluru District Court,Justice 236,12,Convicted
4227,4227,Kalaburagi District Court,Justice 33,13,Convicted
4228,4228,Mangaluru District Court,Justice 401,17,Convicted
4229,4229,Mangaluru District Court,Justice 180,10,Convicted
4230,4230,Mangaluru District Court,Justice 43,15,Pending
4231,4231,Bengaluru Sessions Court,Justice 125,4,Acquitted
4232,4232,Mangaluru District Court,Justice 390,11,Pending
4233,4233,Mangaluru District Court,Justice 109,16,Pending
4234,4234,Kalaburagi District Court,Justice 477,15,Pending
4235,4235,Belagavi Sessions Court,Justice 448,1,Pending
4236,4236,Hubballi District Court,Justice 381,16,Convicted
4237,4237,Mangaluru District Court,Justice 274,15,Acquitted
4238,4238,Mysuru District Court,Justice 57,1,Acquitted
4239,4239,Kalaburagi District Court,Justice 388,1,Acquitted
4240,4240,Kalaburagi District Court,Justice 498,1,Convicted
4241,4241,Mangaluru District Court,Justice 150,3,Convicted
4242,4242,Mysuru District Court,Justice 276,19,Pending
4243,4243,Mysuru District Court,Justice 21,10,Convicted
4244,4244,Mysuru District Court,Justice 439,5,Convicted
4245,4245,Kalaburagi District Court,Justice 23,9,Acquitted
4246,4246,Bengaluru Sessions Court,Justice 239,10,Convicted
4247,4247,Mangaluru District Court,Justice 84,1,Acquitted
4248,4248,Mysuru District Court,Justice 383,15,Convicted
4249,4249,Mysuru District Court,Justice 377,15,Acquitted
4250,4250,Belagavi Sessions Court,Justice 428,5,Pending
4251,4251,Kalaburagi District Court,Justice 245,19,Pending
4252,4252,Kalaburagi District Court,Justice 188,8,Pending
4253,4253,Belagavi Sessions Court,Justice 122,12,Pending
4254,4254,Mysuru District Court,Justice 366,3,Pending
4255,4255,Mysuru District Court,Justice 189,8,Pending
4256,4256,Belagavi Sessions Court,Justice 5,6,Acquitted
4257,4257,Hubballi District Court,Justice 357,4,Convicted
4258,4258,Bengaluru Sessions Court,Justice 4,13,Pending
4259,4259,Hubballi District Court,Justice 83,14,Pending
4260,4260,Belagavi Sessions Court,Justice 2,9,Pending
4261,4261,Mysuru District Court,Justice 80,9,Acquitted
4262,4262,Kalaburagi District Court,Justice 131,16,Convicted
4263,4263,Kalaburagi District Court,Justice 190,4,Convicted
4264,4264,Mangaluru District Court,Justice 240,20,Convicted
4265,4265,Belagavi Sessions Court,Justice 258,8,Convicted
4266,4266,Mangaluru District Court,Justice 193,2,Convicted
4267,4267,Mysuru District Court,Justice 132,20,Pending
4268,4268,Mysuru District Court,Justice 103,1,Acquitted
4269,4269,Belagavi Sessions Court,Justice 203,3,Acquitted
4270,4270,Bengaluru Sessions Court,Justice 307,16,Convicted
4271,4271,Belagavi Sessions Court,Justice 73,10,Convicted
4272,4272,Kalaburagi District Court,Justice 98,8,Acquitted
4273,4273,Belagavi Sessions Court,Justice 150,18,Convicted
4274,4274,Bengaluru Sessions Court,Justice 417,1,Acquitted
4275,4275,Mysuru District Court,Justice 489,19,Acquitted
4276,4276,Mysuru District Court,Justice 154,17,Acquitted
4277,4277,Mangaluru District Court,Justice 19,20,Convicted
4278,4278,Belagavi Sessions Court,Justice 81,14,Convicted
4279,4279,Belagavi Sessions Court,Justice 195,17,Pending
