RecordID,CaseID,PersonID,VictimType
7767,3895,515323,Primary
7768,3895,504764,Secondary
7769,3896,500822,Secondary
7770,3897,506666,Secondary
7771,3897,506315,Secondary
7772,3898,524532,Secondary
7773,3898,517416,Secondary
7774,3899,502149,Primary
7775,3900,523631,Secondary
7776,3900,523843,Secondary
7777,3901,521308,Secondary
7778,3901,524537,Primary
7779,3901,510348,Secondary
7780,3902,520659,Secondary
7781,3903,506905,Secondary
7782,3904,517913,Secondary
7783,3904,518180,Primary
7784,3904,501793,Primary
7785,3905,514642,Secondary
7786,3905,519729,Primary
7787,3906,515042,Secondary
7788,3906,516436,Secondary
7789,3907,509973,Secondary
7790,3907,512626,Primary
7791,3907,511764,Primary
7792,3908,511155,Secondary
7793,3909,505267,Primary
7794,3909,523126,Primary
7795,3910,509276,Primary
7796,3910,511149,Primary
7797,3911,511829,Secondary
7798,3911,517840,Secondary
7799,3911,502628,Primary
7800,3912,511008,Primary
7801,3912,524172,Primary
7802,3913,515995,Primary
7803,3913,510819,Secondary
7804,3914,507834,Primary
7805,3915,524004,Primary
7806,3915,518074,Secondary
7807,3915,505015,Secondary
7808,3916,517765,Primary
7809,3916,502949,Primary
7810,3916,505253,Secondary
7811,3917,523453,Primary
7812,3918,516959,Secondary
7813,3918,521588,Primary
7814,3918,517064,Primary
7815,3919,516922,Secondary
7816,3919,505918,Secondary
7817,3919,520797,Primary
7818,3920,502161,Secondary
7819,3920,523514,Primary
7820,3921,511626,Secondary
7821,3922,522941,Primary
7822,3923,511600,Secondary
7823,3924,502830,Primary
7824,3924,516960,Secondary
7825,3924,513138,Primary
7826,3925,524448,Secondary
7827,3925,512835,Primary
7828,3925,503154,Primary
7829,3926,515733,Secondary
7830,3926,507929,Primary
7831,3927,502990,Secondary
7832,3928,500289,Secondary
7833,3928,517179,Secondary
7834,3928,514114,Primary
7835,3929,517762,Secondary
7836,3929,518390,Primary
7837,3930,523832,Secondary
7838,3930,510411,Primary
7839,3930,518315,Primary
7840,3931,518890,Primary
7841,3931,517696,Secondary
7842,3931,523656,Secondary
7843,3932,520255,Primary
7844,3932,506316,Secondary
7845,3932,505069,Secondary
7846,3933,510213,Secondary
7847,3933,511680,Primary
7848,3934,500829,Primary
7849,3934,508722,Primary
7850,3934,524425,Primary
7851,3935,518266,Primary
7852,3936,505797,Secondary
7853,3936,504114,Primary
7854,3936,503533,Secondary
7855,3937,515894,Primary
7856,3937,514692,Secondary
7857,3938,501333,Secondary
7858,3939,519224,Secondary
7859,3939,510183,Primary
7860,3940,515942,Secondary
7861,3941,521242,Primary
7862,3942,523639,Secondary
7863,3942,509864,Primary
7864,3943,516795,Secondary
7865,3943,502332,Secondary
7866,3944,512342,Primary
7867,3945,522512,Primary
7868,3945,504322,Primary
7869,3946,521013,Secondary
7870,3947,514246,Secondary
7871,3947,510434,Secondary
7872,3947,522054,Primary
7873,3948,511692,Primary
7874,3948,520893,Primary
7875,3949,520495,Secondary
7876,3949,504558,Secondary
7877,3949,511486,Primary
7878,3950,516695,Secondary
7879,3951,518614,Primary
7880,3952,516323,Secondary
7881,3952,514695,Primary
7882,3953,503176,Primary
7883,3953,519320,Primary
7884,3954,510690,Primary
7885,3955,514326,Secondary
7886,3955,523405,Secondary
7887,3955,521946,Primary
7888,3956,507770,Primary
7889,3956,506061,Primary
7890,3956,501241,Primary
7891,3957,513663,Secondary
7892,3958,500621,Primary
7893,3959,518486,Secondary
7894,3960,515425,Secondary
7895,3960,507601,Secondary
7896,3961,521063,Secondary
7897,3961,508208,Secondary
7898,3962,523101,Primary
7899,3962,513945,Primary
7900,3962,502099,Primary
7901,3963,520300,Secondary
7902,3963,505607,Primary
7903,3963,524861,Secondary
7904,3964,517196,Secondary
7905,3964,513024,Secondary
7906,3964,511757,Primary
7907,3965,512435,Primary
7908,3965,505324,Primary
7909,3965,518913,Secondary
7910,3966,500170,Secondary
7911,3967,514644,Primary
7912,3967,500394,Secondary
7913,3967,509701,Primary
7914,3968,520422,Secondary
7915,3968,524209,Secondary
7916,3969,510663,Primary
7917,3969,512518,Primary
7918,3969,524566,Primary
7919,3970,503684,Secondary
7920,3970,524117,Secondary
7921,3971,524342,Secondary
7922,3971,513783,Primary
7923,3972,504279,Secondary
7924,3972,513342,Primary
7925,3972,524528,Primary
7926,3973,516797,Primary
7927,3973,508120,Primary
7928,3974,520075,Primary
7929,3974,523712,Secondary
7930,3975,514996,Primary
7931,3976,504373,Secondary
7932,3976,502313,Primary
7933,3977,521020,Secondary
7934,3977,506806,Primary
7935,3977,514360,Primary
7936,3978,508630,Secondary
7937,3978,518246,Secondary
7938,3979,520670,Secondary
7939,3979,520273,Secondary
7940,3980,509223,Primary
7941,3980,504703,Secondary
7942,3980,502400,Primary
7943,3981,508279,Secondary
7944,3982,516688,Secondary
7945,3983,521489,Secondary
7946,3983,502804,Primary
7947,3984,521542,Secondary
7948,3984,508393,Primary
7949,3984,513725,Primary
7950,3985,511868,Primary
7951,3985,503048,Secondary
7952,3986,519198,Primary
7953,3986,506909,Primary
7954,3987,521099,Secondary
7955,3987,506832,Secondary
7956,3987,511223,Primary
7957,3988,514307,Primary
7958,3988,523927,Primary
7959,3988,503189,Primary
7960,3989,519746,Primary
7961,3990,502742,Secondary
7962,3991,510563,Secondary
7963,3991,506779,Secondary
7964,3992,502483,Primary
7965,3993,507259,Primary
7966,3993,502217,Primary
7967,3993,516551,Primary
7968,3994,518416,Secondary
7969,3994,513413,Secondary
7970,3994,507013,Primary
7971,3995,516588,Primary
7972,3995,523142,Primary
7973,3995,502924,Secondary
7974,3996,507078,Primary
7975,3997,524733,Secondary
7976,3998,503026,Secondary
7977,3998,521599,Secondary
7978,3999,524189,Primary
7979,3999,520718,Primary
7980,4000,521445,Secondary
7981,4001,521932,Secondary
7982,4001,511509,Primary
7983,4002,510712,Primary
7984,4002,522373,Primary
7985,4003,512758,Secondary
7986,4003,524746,Primary
7987,4003,502215,Primary
7988,4004,517020,Secondary
7989,4004,506154,Secondary
7990,4004,521236,Secondary
7991,4005,503042,Secondary
7992,4005,518230,Primary
7993,4006,511473,Primary
7994,4006,507683,Secondary
7995,4006,512625,Primary
7996,4007,501673,Primary
7997,4007,524418,Secondary
7998,4008,512281,Primary
7999,4008,517644,Primary
8000,4008,516178,Secondary
8001,4009,503950,Primary
8002,4009,508794,Secondary
8003,4010,506276,Secondary
8004,4011,505675,Secondary
8005,4011,507592,Primary
8006,4012,504825,Secondary
8007,4012,514649,Primary
8008,4012,508249,Primary
8009,4013,523893,Primary
8010,4014,508877,Secondary
8011,4014,517075,Secondary
8012,4015,514823,Secondary
8013,4016,516378,Primary
8014,4016,523344,Primary
8015,4016,515982,Secondary
8016,4017,514220,Secondary
8017,4018,519396,Secondary
8018,4019,507356,Secondary
8019,4019,513930,Primary
8020,4020,523197,Primary
8021,4021,501152,Primary
8022,4021,514940,Secondary
8023,4021,517503,Primary
8024,4022,511431,Secondary
8025,4023,504552,Secondary
8026,4023,520788,Primary
8027,4023,512675,Primary
8028,4024,521287,Secondary
8029,4025,510118,Secondary
8030,4025,509585,Secondary
8031,4026,506953,Primary
8032,4026,504285,Primary
8033,4027,512478,Secondary
8034,4028,509902,Primary
8035,4029,522296,Secondary
8036,4029,509787,Primary
8037,4030,500057,Primary
8038,4030,524097,Secondary
8039,4030,505664,Secondary
8040,4031,523538,Secondary
8041,4032,507369,Primary
8042,4032,513615,Secondary
8043,4033,508652,Primary
8044,4033,500302,Primary
8045,4034,523138,Primary
8046,4034,519981,Secondary
8047,4035,515502,Secondary
8048,4036,513701,Secondary
8049,4036,513641,Primary
8050,4037,517564,Primary
8051,4037,518501,Secondary
8052,4038,523733,Secondary
8053,4039,510139,Primary
8054,4039,511701,Primary
8055,4040,513226,Secondary
8056,4041,509382,Primary
8057,4042,523548,Secondary
8058,4042,520978,Secondary
8059,4043,516762,Secondary
8060,4043,521918,Primary
8061,4044,505256,Primary
8062,4044,502074,Secondary
8063,4044,514168,Primary
8064,4045,512921,Primary
8065,4045,518085,Secondary
8066,4045,506108,Secondary
8067,4046,508844,Primary
8068,4047,524089,Primary
8069,4047,520709,Primary
8070,4047,507694,Primary
8071,4048,514001,Primary
8072,4048,505920,Primary
8073,4048,503954,Primary
8074,4049,503658,Primary
8075,4050,513083,Secondary
8076,4050,504349,Secondary
8077,4050,511014,Secondary
8078,4051,506921,Primary
8079,4051,519885,Secondary
8080,4052,523163,Primary
8081,4052,510678,Primary
8082,4052,513644,Primary
8083,4053,504248,Secondary
8084,4053,502835,Primary
8085,4054,520569,Primary
8086,4055,521930,Secondary
8087,4055,500088,Secondary
8088,4056,503957,Secondary
8089,4057,512053,Secondary
8090,4058,505516,Primary
8091,4058,515698,Primary
8092,4058,505794,Secondary
8093,4059,500770,Secondary
8094,4059,501353,Primary
8095,4059,509169,Primary
8096,4060,517255,Secondary
8097,4061,524484,Secondary
8098,4061,501038,Primary
8099,4062,512922,Secondary
8100,4063,506126,Primary
8101,4063,503706,Secondary
8102,4063,510190,Secondary
8103,4064,518698,Secondary
8104,4065,520015,Secondary
8105,4065,508583,Primary
8106,4065,517592,Primary
8107,4066,502325,Secondary
8108,4066,500612,Primary
8109,4066,522059,Secondary
8110,4067,507793,Primary
8111,4068,513499,Secondary
8112,4068,514553,Secondary
8113,4068,511312,Secondary
8114,4069,514529,Secondary
8115,4070,500803,Primary
8116,4071,505316,Secondary
8117,4072,509849,Secondary
8118,4073,521133,Primary
8119,4073,510084,Secondary
8120,4074,520683,Primary
8121,4074,521221,Primary
8122,4075,520133,Secondary
8123,4075,507504,Secondary
8124,4075,500748,Secondary
8125,4076,515558,Secondary
8126,4076,506009,Secondary
8127,4077,512267,Primary
8128,4077,512253,Secondary
8129,4078,524388,Secondary
8130,4078,506333,Secondary
8131,4079,502349,Primary
8132,4080,506863,Secondary
8133,4080,517114,Secondary
8134,4080,500390,Secondary
8135,4081,514741,Primary
8136,4081,500171,Primary
8137,4081,502048,Secondary
8138,4082,512333,Secondary
8139,4083,524893,Secondary
8140,4083,505249,Primary
8141,4084,516867,Secondary
8142,4085,504093,Secondary
8143,4085,503128,Primary
8144,4085,515923,Primary
8145,4086,510133,Secondary
8146,4086,503959,Primary
8147,4087,502216,Secondary
8148,4087,520544,Primary
8149,4087,523293,Primary
8150,4088,523469,Secondary
8151,4089,508501,Primary
8152,4089,515471,Secondary
8153,4090,515179,Primary
8154,4090,517463,Primary
8155,4091,523220,Primary
8156,4091,515038,Primary
8157,4092,504251,Primary
8158,4092,519845,Primary
8159,4092,514110,Primary
8160,4093,518146,Primary
8161,4094,500547,Primary
8162,4094,519644,Secondary
8163,4095,511525,Primary
8164,4095,515531,Primary
8165,4096,502547,Secondary
8166,4097,518126,Primary
8167,4097,503734,Secondary
8168,4098,513096,Primary
8169,4098,510276,Primary
8170,4099,518490,Secondary
8171,4099,502708,Secondary
8172,4099,521517,Primary
8173,4100,519637,Primary
8174,4100,502900,Secondary
8175,4101,504664,Secondary
8176,4102,524322,Primary
8177,4102,515942,Secondary
8178,4102,513373,Primary
8179,4103,508021,Secondary
8180,4104,509538,Primary
8181,4105,519464,Secondary
8182,4105,510954,Secondary
8183,4105,506646,Primary
8184,4106,521105,Secondary
8185,4106,507093,Primary
8186,4107,510912,Primary
8187,4108,503357,Primary
8188,4109,510608,Secondary
8189,4109,506036,Secondary
8190,4109,511328,Primary
8191,4110,509628,Primary
8192,4110,505941,Secondary
8193,4111,504308,Secondary
8194,4111,501631,Secondary
8195,4112,514981,Primary
8196,4112,503386,Secondary
8197,4112,504287,Primary
8198,4113,503012,Primary
8199,4113,513952,Secondary
8200,4113,500370,Primary
8201,4114,515106,Secondary
8202,4114,511899,Primary
8203,4114,520952,Primary
8204,4115,518106,Primary
8205,4115,513833,Secondary
8206,4116,513505,Secondary
8207,4116,508358,Primary
8208,4117,501858,Primary
8209,4118,519430,Primary
8210,4119,506121,Primary
8211,4119,508086,Secondary
8212,4120,507664,Secondary
8213,4120,500208,Secondary
8214,4120,509588,Primary
8215,4121,515532,Primary
8216,4121,521499,Secondary
8217,4122,515976,Primary
8218,4122,504466,Primary
8219,4123,515585,Secondary
8220,4123,521608,Primary
8221,4123,500137,Primary
8222,4124,518554,Primary
8223,4124,524655,Secondary
8224,4124,500202,Primary
8225,4125,524882,Secondary
8226,4125,516792,Primary
8227,4126,502143,Primary
8228,4126,523864,Secondary
8229,4126,521868,Secondary
8230,4127,508092,Primary
8231,4127,524943,Secondary
8232,4128,508833,Secondary
8233,4128,505574,Primary
8234,4128,503477,Primary
8235,4129,517389,Secondary
8236,4129,524549,Primary
8237,4129,502741,Primary
8238,4130,522682,Primary
8239,4130,516165,Secondary
8240,4130,517502,Primary
8241,4131,501296,Secondary
8242,4131,523602,Secondary
8243,4132,503556,Secondary
8244,4132,516520,Primary
8245,4133,510407,Primary
8246,4134,500448,Primary
8247,4134,520482,Primary
8248,4135,500116,Secondary
8249,4136,501428,Primary
8250,4136,517010,Primary
8251,4136,510024,Secondary
8252,4137,510548,Secondary
8253,4137,504981,Secondary
8254,4138,524288,Secondary
8255,4138,512636,Primary
8256,4138,508747,Secondary
8257,4139,519717,Secondary
8258,4140,515048,Secondary
8259,4140,506121,Secondary
8260,4141,518510,Secondary
8261,4141,520452,Primary
8262,4141,505602,Secondary
8263,4142,500150,Secondary
8264,4142,515094,Secondary
8265,4142,519696,Primary
8266,4143,523949,Primary
8267,4143,506270,Primary
8268,4144,512078,Primary
8269,4144,502835,Secondary
8270,4144,508328,Primary
8271,4145,504882,Primary
8272,4145,518109,Primary
8273,4145,515454,Secondary
8274,4146,507942,Primary
8275,4146,501448,Primary
8276,4146,517291,Primary
8277,4147,500846,Secondary
8278,4147,518420,Primary
8279,4148,500603,Primary
8280,4148,520394,Secondary
8281,4148,504572,Primary
8282,4149,514825,Secondary
8283,4150,501575,Secondary
8284,4150,506296,Primary
8285,4151,508140,Secondary
8286,4151,518190,Primary
8287,4152,504502,Secondary
8288,4152,512762,Secondary
8289,4152,510066,Secondary
8290,4153,514135,Primary
8291,4154,509980,Primary
8292,4154,505938,Primary
8293,4155,511104,Secondary
8294,4155,501473,Primary
8295,4155,510554,Secondary
8296,4156,502917,Primary
8297,4156,523882,Primary
8298,4157,523034,Primary
8299,4158,515006,Primary
8300,4159,505281,Secondary
8301,4159,504605,Secondary
8302,4159,507293,Secondary
8303,4160,500196,Secondary
8304,4160,512196,Secondary
8305,4160,517325,Primary
8306,4161,515716,Primary
8307,4161,512404,Primary
8308,4162,505860,Primary
8309,4162,501988,Secondary
8310,4163,516978,Secondary
8311,4163,524149,Secondary
8312,4164,512934,Primary
8313,4164,507801,Primary
8314,4164,516425,Secondary
8315,4165,501101,Secondary
8316,4166,511122,Primary
8317,4166,510459,Secondary
8318,4166,515621,Secondary
8319,4167,513040,Primary
8320,4168,524439,Secondary
8321,4168,523662,Secondary
8322,4169,523466,Primary
8323,4169,524301,Primary
8324,4170,521476,Secondary
8325,4170,503638,Secondary
8326,4171,506683,Secondary
8327,4171,517851,Secondary
8328,4171,508571,Primary
8329,4172,501194,Secondary
8330,4172,511850,Secondary
8331,4173,515317,Secondary
8332,4173,506981,Secondary
8333,4174,502650,Primary
8334,4175,521028,Secondary
8335,4175,522197,Secondary
8336,4175,523333,Secondary
8337,4176,510376,Primary
8338,4176,502757,Primary
8339,4176,519943,Secondary
8340,4177,516190,Primary
8341,4177,513109,Primary
8342,4178,507018,Primary
8343,4178,512586,Secondary
8344,4179,509607,Secondary
8345,4179,517461,Primary
8346,4179,520021,Secondary
8347,4180,517502,Secondary
8348,4180,513069,Secondary
8349,4181,511812,Secondary
8350,4182,520972,Primary
8351,4183,521394,Primary
8352,4184,508158,Secondary
8353,4185,511853,Primary
8354,4185,511929,Primary
8355,4186,523904,Secondary
8356,4186,524898,Secondary
8357,4186,507304,Primary
8358,4187,518535,Primary
8359,4187,520077,Secondary
8360,4187,516778,Secondary
8361,4188,519455,Primary
8362,4188,508837,Secondary
8363,4188,512340,Secondary
8364,4189,503879,Secondary
8365,4190,521272,Primary
8366,4191,513020,Secondary
8367,4191,519996,Primary
8368,4191,519496,Primary
8369,4192,504159,Secondary
8370,4192,517938,Primary
8371,4193,518303,Primary
8372,4193,510849,Primary
8373,4194,507118,Secondary
8374,4195,520887,Primary
8375,4195,507337,Primary
8376,4196,522427,Primary
8377,4197,506343,Primary
8378,4198,521213,Secondary
8379,4199,512113,Primary
8380,4199,524926,Primary
8381,4199,523937,Primary
8382,4200,509309,Primary
8383,4200,507614,Primary
8384,4201,514201,Secondary
8385,4201,522948,Secondary
8386,4201,522805,Primary
8387,4202,520195,Primary
8388,4203,505787,Secondary
8389,4203,509020,Secondary
8390,4204,506360,Primary
8391,4205,522935,Secondary
8392,4205,514364,Primary
8393,4205,511946,Primary
8394,4206,500485,Primary
8395,4207,500515,Secondary
8396,4208,502308,Secondary
8397,4209,510939,Primary
8398,4209,513251,Primary
8399,4210,510007,Secondary
8400,4210,510549,Secondary
8401,4211,514168,Primary
8402,4211,519288,Primary
8403,4211,513622,Primary
8404,4212,508979,Primary
8405,4212,503848,Secondary
8406,4212,520014,Primary
8407,4213,509880,Primary
8408,4213,503297,Secondary
8409,4213,503026,Secondary
8410,4214,500063,Secondary
8411,4214,523274,Primary
8412,4214,509059,Primary
8413,4215,523480,Secondary
8414,4216,501435,Primary
8415,4216,504842,Secondary
8416,4216,504981,Secondary
8417,4217,521860,Primary
8418,4217,524312,Primary
8419,4218,511660,Secondary
8420,4218,524969,Primary
8421,4218,521527,Secondary
8422,4219,508247,Secondary
8423,4219,500947,Secondary
8424,4219,515363,Primary
8425,4220,520732,Secondary
8426,4220,518119,Primary
8427,4221,521570,Secondary
8428,4221,512272,Secondary
8429,4222,506462,Primary
8430,4222,521042,Primary
8431,4223,514424,Secondary
8432,4223,521585,Primary
8433,4224,519377,Primary
8434,4225,504696,Secondary
8435,4225,500356,Secondary
8436,4226,506885,Secondary
8437,4226,516273,Primary
8438,4226,514593,Secondary
8439,4227,507196,Secondary
8440,4227,502318,Secondary
8441,4228,522495,Secondary
8442,4228,510754,Secondary
8443,4229,506825,Primary
8444,4230,503020,Primary
8445,4230,500454,Primary
8446,4231,524694,Secondary
8447,4231,509045,Primary
8448,4232,500115,Secondary
8449,4232,519033,Primary
8450,4233,521089,Primary
8451,4233,511817,Primary
8452,4233,512747,Secondary
8453,4234,522841,Primary
8454,4235,512316,Primary
8455,4235,508078,Primary
8456,4236,510744,Primary
8457,4236,519038,Secondary
8458,4236,519007,Primary
8459,4237,507480,Primary
8460,4237,522968,Primary
8461,4237,501469,Secondary
8462,4238,513867,Secondary
8463,4238,513947,Primary
8464,4238,507174,Primary
8465,4239,502780,Secondary
8466,4239,508868,Primary
8467,4239,522572,Secondary
8468,4240,511294,Primary
8469,4240,523172,Primary
8470,4241,523668,Secondary
8471,4241,518443,Secondary
8472,4241,523294,Primary
8473,4242,500768,Primary
8474,4242,511103,Secondary
8475,4243,517473,Primary
8476,4243,507490,Secondary
8477,4243,523553,Secondary
8478,4244,512529,Primary
8479,4244,501246,Secondary
8480,4245,518380,Secondary
8481,4245,500517,Primary
8482,4246,510609,Secondary
8483,4246,519767,Primary
8484,4246,504949,Secondary
8485,4247,504928,Secondary
8486,4247,502769,Secondary
8487,4247,522481,Secondary
8488,4248,519786,Primary
8489,4249,515846,Secondary
8490,4249,517064,Secondary
8491,4249,516761,Primary
8492,4250,501035,Primary
8493,4250,511534,Primary
8494,4250,514397,Primary
8495,4251,516895,Primary
8496,4252,514141,Secondary
8497,4252,520261,Primary
8498,4252,512940,Secondary
8499,4253,506012,Primary
8500,4254,503326,Primary
8501,4254,523929,Secondary
8502,4255,503393,Primary
8503,4255,520717,Primary
8504,4256,514096,Secondary
8505,4256,518117,Secondary
8506,4257,511018,Primary
8507,4257,504878,Secondary
8508,4257,512980,Secondary
8509,4258,510499,Secondary
8510,4259,500039,Primary
8511,4260,502532,Primary
8512,4261,517149,Secondary
8513,4261,511031,Secondary
8514,4261,507222,Secondary
8515,4262,511841,Primary
8516,4263,511638,Primary
8517,4263,505960,Primary
8518,4263,523955,Secondary
8519,4264,506408,Primary
8520,4264,517627,Secondary
8521,4265,503063,Secondary
8522,4265,512125,Secondary
8523,4266,524356,Secondary
8524,4267,506268,Primary
8525,4267,516966,Primary
8526,4267,506455,Secondary
8527,4268,512315,Secondary
8528,4268,513147,Secondary
8529,4268,507605,Secondary
8530,4269,514581,Secondary
8531,4269,516377,Primary
8532,4270,523956,Primary
8533,4271,523608,Secondary
8534,4272,507746,Secondary
8535,4272,507456,Primary
8536,4272,518145,Secondary
8537,4273,502233,Primary
8538,4273,508854,Primary
8539,4274,516651,Primary
8540,4274,507768,Secondary
8541,4275,507332,Primary
8542,4275,507802,Secondary
8543,4276,507921,Primary
8544,4276,518875,Secondary
8545,4277,501941,Primary
8546,4277,501484,Primary
8547,4278,504761,Primary
8548,4278,524993,Secondary
8549,4278,516875,Primary
8550,4279,512913,Primary
8551,4280,510935,Primary
8552,4280,523251,Primary
8553,4281,524787,Secondary
8554,4282,522471,Primary
8555,4282,520171,Secondary
8556,4282,500732,Primary
8557,4283,509229,Primary
8558,4283,521060,Primary
8559,4283,516062,Primary
8560,4284,501560,Primary
8561,4284,501488,Primary
8562,4284,519893,Secondary
8563,4285,522042,Secondary
8564,4285,507838,Primary
8565,4285,507172,Secondary
8566,4286,523087,Primary
8567,4286,504481,Primary
8568,4287,516135,Primary
8569,4287,506900,Secondary
8570,4288,514460,Secondary
8571,4288,508643,Secondary
8572,4289,504531,Primary
8573,4290,505646,Secondary
8574,4290,510794,Primary
8575,4291,511436,Secondary
8576,4292,504061,Secondary
8577,4292,510714,Primary
8578,4292,504363,Primary
8579,4293,522734,Secondary
8580,4294,511169,Primary
8581,4295,508410,Primary
8582,4295,507888,Secondary
8583,4295,512129,Secondary
8584,4296,501005,Secondary
8585,4296,506095,Secondary
8586,4296,518944,Secondary
8587,4297,503278,Primary
8588,4297,504550,Secondary
8589,4298,507386,Secondary
8590,4299,501793,Secondary
8591,4299,511010,Primary
8592,4300,508923,Secondary
8593,4301,513276,Secondary
8594,4301,518926,Primary
8595,4301,505381,Secondary
8596,4302,522366,Secondary
8597,4303,503242,Secondary
8598,4303,503872,Secondary
8599,4304,502368,Primary
8600,4304,503091,Secondary
8601,4305,516124,Secondary
8602,4306,515445,Secondary
8603,4306,512854,Primary
8604,4306,514111,Primary
8605,4307,514653,Primary
8606,4308,506691,Secondary
8607,4309,512100,Primary
8608,4309,514359,Secondary
8609,4309,515754,Secondary
8610,4310,507396,Primary
8611,4311,523423,Secondary
8612,4311,506740,Secondary
8613,4312,502515,Primary
8614,4312,505980,Primary
8615,4312,515621,Secondary
8616,4313,506277,Primary
8617,4314,521110,Secondary
8618,4314,520376,Primary
8619,4315,507335,Secondary
8620,4315,505978,Primary
8621,4315,505045,Secondary
8622,4316,523964,Primary
8623,4316,517228,Secondary
8624,4317,504995,Secondary
8625,4317,522307,Secondary
8626,4317,500449,Primary
8627,4318,513702,Secondary
8628,4318,516068,Primary
8629,4318,501508,Primary
8630,4319,502406,Primary
8631,4319,512369,Primary
8632,4319,515869,Secondary
8633,4320,503187,Primary
8634,4320,504770,Primary
8635,4320,509297,Secondary
8636,4321,506915,Secondary
8637,4321,511503,Secondary
8638,4321,517992,Secondary
8639,4322,509219,Secondary
8640,4323,523479,Secondary
8641,4324,507641,Primary
8642,4324,517546,Primary
8643,4324,517955,Secondary
8644,4325,501125,Secondary
8645,4326,513374,Secondary
8646,4326,506042,Primary
8647,4326,507770,Secondary
8648,4327,521564,Primary
8649,4328,509506,Secondary
8650,4329,513223,Secondary
8651,4329,511038,Secondary
8652,4330,502015,Primary
8653,4331,519248,Primary
8654,4331,513761,Primary
8655,4332,500712,Primary
8656,4333,512110,Secondary
8657,4333,522712,Secondary
8658,4333,510419,Primary
8659,4334,516750,Primary
8660,4334,501393,Primary
8661,4334,514344,Primary
8662,4335,522722,Primary
8663,4335,511113,Secondary
8664,4335,516851,Secondary
8665,4336,502388,Secondary
8666,4336,510464,Secondary
8667,4337,506141,Secondary
8668,4337,519918,Primary
8669,4337,519658,Primary
8670,4338,522251,Primary
8671,4339,512836,Secondary
8672,4339,522104,Secondary
8673,4340,502944,Primary
8674,4341,523963,Primary
8675,4341,513656,Primary
8676,4342,510802,Primary
8677,4342,513898,Secondary
8678,4342,505310,Primary
8679,4343,509685,Primary
8680,4344,516410,Primary
8681,4344,510596,Secondary
8682,4344,511005,Primary
8683,4345,509922,Primary
8684,4346,512101,Primary
8685,4347,520890,Primary
8686,4347,509587,Primary
8687,4347,505719,Primary
8688,4348,503198,Primary
8689,4349,521766,Primary
8690,4349,501698,Primary
8691,4349,512869,Secondary
8692,4350,509770,Primary
8693,4351,524406,Primary
8694,4351,507650,Primary
8695,4352,521312,Secondary
8696,4352,508575,Secondary
8697,4353,501064,Primary
8698,4353,507598,Secondary
8699,4354,504882,Secondary
8700,4354,512082,Primary
8701,4355,514244,Secondary
8702,4356,509107,Primary
8703,4356,511768,Primary
8704,4356,505737,Secondary
8705,4357,523927,Secondary
8706,4357,504566,Secondary
8707,4357,523093,Primary
8708,4358,520735,Secondary
8709,4358,518825,Primary
8710,4358,505594,Primary
8711,4359,512597,Primary
8712,4359,504803,Primary
8713,4359,501629,Secondary
8714,4360,519061,Secondary
8715,4361,517095,Secondary
8716,4361,501200,Secondary
8717,4362,522062,Secondary
8718,4362,521498,Primary
8719,4363,507037,Secondary
8720,4363,518692,Primary
8721,4364,500599,Secondary
8722,4364,518810,Secondary
8723,4364,524653,Secondary
8724,4365,524209,Secondary
8725,4365,516136,Secondary
8726,4366,518356,Primary
8727,4367,505993,Secondary
8728,4368,514224,Primary
8729,4369,500557,Secondary
8730,4370,524826,Primary
8731,4371,514895,Primary
8732,4371,512443,Primary
8733,4371,506442,Primary
8734,4372,518587,Secondary
8735,4373,506766,Primary
8736,4373,515589,Primary
8737,4373,513023,Primary
8738,4374,522005,Secondary
8739,4375,509424,Secondary
8740,4375,522803,Secondary
8741,4375,512303,Primary
8742,4376,515331,Secondary
8743,4377,523262,Primary
8744,4377,515563,Secondary
8745,4378,504399,Secondary
8746,4378,519374,Primary
8747,4378,521667,Primary
8748,4379,524294,Secondary
8749,4379,516111,Secondary
8750,4379,515521,Primary
8751,4380,522504,Secondary
8752,4380,517351,Primary
8753,4380,505127,Secondary
8754,4381,503454,Primary
8755,4381,520071,Primary
8756,4381,500930,Primary
8757,4382,504089,Secondary
8758,4382,504840,Secondary
8759,4382,517339,Primary
8760,4383,517006,Secondary
8761,4383,508543,Primary
8762,4383,514054,Secondary
8763,4384,523988,Primary
8764,4384,508792,Primary
8765,4385,501890,Primary
8766,4385,513875,Primary
8767,4385,510037,Primary
8768,4386,500359,Secondary
8769,4387,508504,Secondary
8770,4388,506788,Primary
8771,4389,507819,Secondary
8772,4390,504254,Primary
8773,4390,501971,Secondary
8774,4391,513948,Primary
8775,4391,519938,Secondary
8776,4392,519928,Secondary
8777,4392,503687,Primary
8778,4392,505291,Primary
8779,4393,518667,Primary
8780,4394,504409,Primary
8781,4394,522215,Secondary
8782,4395,503731,Secondary
8783,4395,501823,Secondary
8784,4395,523482,Primary
8785,4396,523444,Primary
8786,4396,514462,Secondary
8787,4397,507548,Secondary
8788,4398,505901,Secondary
8789,4398,511662,Secondary
8790,4399,500059,Primary
8791,4400,508569,Secondary
8792,4401,512504,Secondary
8793,4401,508032,Secondary
8794,4402,518279,Secondary
8795,4402,502007,Secondary
8796,4402,506937,Primary
8797,4403,500852,Secondary
8798,4403,503524,Secondary
8799,4404,505328,Secondary
8800,4405,508496,Primary
8801,4405,508959,Secondary
8802,4405,512959,Primary
