EvidenceID,CaseID,EvidenceType,CollectedDate,Status,ForensicLab,Verified
13620,4569,Clothing,2026-06-14,Collected,Bengaluru FSL,False
13621,4569,Firearm,2026-06-14,Verified,Bengaluru FSL,False
13622,4570,SIM Card,2026-04-12,Verified,Mysuru FSL,False
13623,4571,Laptop,2025-01-11,Verified,Mangaluru FSL,False
13624,4572,Drug Sample,2022-04-20,Sent to FSL,Bengaluru FSL,True
13625,4572,Knife,2022-04-20,Collected,Mysuru FSL,True
13626,4572,Firearm,2022-04-20,Collected,Mangaluru FSL,False
13627,4573,Drug Sample,2026-06-12,Pending Analysis,Mangaluru FSL,False
13628,4573,Mobile Phone,2026-06-12,Verified,Mangaluru FSL,False
13629,4573,Vehicle,2026-06-12,Rejected,Mysuru FSL,False
13630,4573,CCTV Footage,2026-06-12,Collected,Mangaluru FSL,False
13631,4573,Knife,2026-06-12,Verified,Mysuru FSL,False
13632,4574,Hard Disk,2025-02-15,Verified,Mysuru FSL,False
13633,4574,DNA Sample,2025-02-15,Pending Analysis,Mysuru FSL,True
13634,4574,Document,2025-02-15,Collected,Mangaluru FSL,False
13635,4574,USB Drive,2025-02-15,Rejected,Bengaluru FSL,False
13636,4575,Vehicle,2022-06-23,Pending Analysis,Mangaluru FSL,True
13637,4575,DNA Sample,2022-06-23,Verified,Bengaluru FSL,False
13638,4575,Laptop,2022-06-23,Pending Analysis,Mangaluru FSL,True
13639,4575,Hard Disk,2022-06-23,Collected,Mangaluru FSL,True
13640,4576,Fingerprint,2023-09-04,Pending Analysis,Bengaluru FSL,True
13641,4577,Laptop,2026-04-02,Verified,Bengaluru FSL,True
13642,4577,USB Drive,2026-04-02,Collected,Mysuru FSL,False
13643,4577,Clothing,2026-04-02,Pending Analysis,Mysuru FSL,False
13644,4577,Document,2026-04-02,Verified,Mysuru FSL,True
13645,4578,USB Drive,2025-04-08,Rejected,Mangaluru FSL,True
13646,4578,Mobile Phone,2025-04-08,Rejected,Mangaluru FSL,False
13647,4578,Document,2025-04-08,Sent to FSL,Bengaluru FSL,True
13648,4579,CCTV Footage,2025-10-28,Collected,Mangaluru FSL,False
13649,4579,Drug Sample,2025-10-28,Verified,Bengaluru FSL,False
13650,4579,Laptop,2025-10-28,Sent to FSL,Mysuru FSL,True
13651,4580,CCTV Footage,2024-07-08,Verified,Mangaluru FSL,True
13652,4580,Hard Disk,2024-07-08,Verified,Bengaluru FSL,True
13653,4580,Clothing,2024-07-08,Verified,Mangaluru FSL,False
13654,4580,SIM Card,2024-07-08,Collected,Mangaluru FSL,True
13655,4581,DNA Sample,2026-07-13,Rejected,Mysuru FSL,True
13656,4582,Document,2025-09-14,Rejected,Mangaluru FSL,True
13657,4583,Firearm,2025-04-25,Sent to FSL,Mangaluru FSL,False
13658,4583,SIM Card,2025-04-25,Verified,Mysuru FSL,True
13659,4583,Vehicle,2025-04-25,Sent to FSL,Mangaluru FSL,False
13660,4583,DNA Sample,2025-04-25,Rejected,Bengaluru FSL,False
13661,4583,Clothing,2025-04-25,Collected,Mysuru FSL,True
13662,4584,Laptop,2022-03-14,Rejected,Mangaluru FSL,True
13663,4585,Knife,2024-03-22,Verified,Mangaluru FSL,False
13664,4585,Firearm,2024-03-22,Rejected,Mangaluru FSL,True
13665,4585,Hard Disk,2024-03-22,Collected,Bengaluru FSL,True
13666,4585,Clothing,2024-03-22,Rejected,Mysuru FSL,True
13667,4585,Vehicle,2024-03-22,Pending Analysis,Mysuru FSL,True
13668,4586,Blood Sample,2025-02-20,Verified,Mysuru FSL,False
13669,4587,Laptop,2023-08-31,Rejected,Mangaluru FSL,True
13670,4587,CCTV Footage,2023-08-31,Collected,Mysuru FSL,True
13671,4587,Clothing,2023-08-31,Pending Analysis,Mangaluru FSL,False
13672,4588,Vehicle,2024-06-04,Pending Analysis,Mangaluru FSL,False
13673,4589,Fingerprint,2025-04-08,Verified,Mysuru FSL,True
13674,4589,Blood Sample,2025-04-08,Rejected,Mysuru FSL,False
13675,4589,Clothing,2025-04-08,Pending Analysis,Mysuru FSL,False
13676,4590,Laptop,2023-05-25,Pending Analysis,Mysuru FSL,False
13677,4590,Knife,2023-05-25,Sent to FSL,Mysuru FSL,True
13678,4590,Drug Sample,2023-05-25,Rejected,Mysuru FSL,False
13679,4590,Fingerprint,2023-05-25,Pending Analysis,Bengaluru FSL,True
13680,4591,Clothing,2024-09-10,Rejected,Mangaluru FSL,False
13681,4591,DNA Sample,2024-09-10,Collected,Mangaluru FSL,True
13682,4591,SIM Card,2024-09-10,Verified,Mangaluru FSL,True
13683,4591,Document,2024-09-10,Pending Analysis,Bengaluru FSL,True
13684,4592,USB Drive,2022-09-16,Pending Analysis,Bengaluru FSL,False
13685,4592,Fingerprint,2022-09-16,Pending Analysis,Bengaluru FSL,True
13686,4593,Fingerprint,2022-10-27,Pending Analysis,Bengaluru FSL,True
13687,4593,Laptop,2022-10-27,Collected,Mysuru FSL,False
13688,4593,Knife,2022-10-27,Sent to FSL,Mysuru FSL,True
13689,4593,Mobile Phone,2022-10-27,Pending Analysis,Mysuru FSL,True
13690,4593,Drug Sample,2022-10-27,Rejected,Mangaluru FSL,False
13691,4594,Clothing,2025-07-07,Sent to FSL,Mysuru FSL,True
13692,4595,DNA Sample,2023-02-18,Pending Analysis,Bengaluru FSL,False
13693,4595,Hard Disk,2023-02-18,Rejected,Mysuru FSL,True
13694,4595,Laptop,2023-02-18,Sent to FSL,Bengaluru FSL,False
13695,4595,Document,2023-02-18,Pending Analysis,Mangaluru FSL,False
13696,4595,Knife,2023-02-18,Collected,Mysuru FSL,False
13697,4596,Hard Disk,2023-07-22,Sent to FSL,Mysuru FSL,False
13698,4596,Clothing,2023-07-22,Sent to FSL,Mysuru FSL,False
13699,4596,Blood Sample,2023-07-22,Sent to FSL,Bengaluru FSL,False
13700,4596,Mobile Phone,2023-07-22,Verified,Mysuru FSL,True
13701,4596,Knife,2023-07-22,Collected,Bengaluru FSL,True
13702,4597,USB Drive,2025-03-02,Pending Analysis,Mangaluru FSL,False
13703,4597,Fingerprint,2025-03-02,Sent to FSL,Mysuru FSL,False
13704,4598,CCTV Footage,2022-07-08,Collected,Mangaluru FSL,True
13705,4599,Firearm,2022-07-24,Pending Analysis,Mysuru FSL,False
13706,4600,Blood Sample,2023-03-29,Collected,Mangaluru FSL,True
13707,4600,Drug Sample,2023-03-29,Pending Analysis,Mangaluru FSL,True
13708,4600,Laptop,2023-03-29,Rejected,Bengaluru FSL,False
13709,4600,Vehicle,2023-03-29,Pending Analysis,Mysuru FSL,True
13710,4601,Hard Disk,2024-04-25,Collected,Bengaluru FSL,False
13711,4601,Knife,2024-04-25,Collected,Mysuru FSL,True
13712,4602,USB Drive,2022-03-17,Collected,Bengaluru FSL,False
13713,4602,Fingerprint,2022-03-17,Rejected,Mysuru FSL,False
13714,4603,Drug Sample,2026-07-04,Pending Analysis,Mangaluru FSL,True
13715,4604,Vehicle,2023-10-04,Sent to FSL,Mangaluru FSL,True
13716,4604,CCTV Footage,2023-10-04,Collected,Bengaluru FSL,False
13717,4604,Fingerprint,2023-10-04,Sent to FSL,Bengaluru FSL,False
13718,4604,DNA Sample,2023-10-04,Collected,Mangaluru FSL,True
13719,4604,Document,2023-10-04,Verified,Mangaluru FSL,False
13720,4605,Laptop,2025-02-15,Rejected,Mangaluru FSL,False
13721,4605,Hard Disk,2025-02-15,Pending Analysis,Mangaluru FSL,True
13722,4605,CCTV Footage,2025-02-15,Verified,Bengaluru FSL,False
13723,4605,Drug Sample,2025-02-15,Sent to FSL,Mysuru FSL,False
13724,4605,Clothing,2025-02-15,Sent to FSL,Mysuru FSL,True
13725,4606,Firearm,2022-01-27,Verified,Mangaluru FSL,True
13726,4606,Hard Disk,2022-01-27,Verified,Mangaluru FSL,True
13727,4607,Firearm,2022-12-21,Collected,Mangaluru FSL,False
13728,4607,Fingerprint,2022-12-21,Sent to FSL,Bengaluru FSL,True
13729,4607,DNA Sample,2022-12-21,Collected,Mysuru FSL,False
13730,4608,Clothing,2022-02-11,Pending Analysis,Mangaluru FSL,True
13731,4609,Firearm,2024-08-16,Pending Analysis,Bengaluru FSL,False
13732,4610,Firearm,2023-09-16,Collected,Bengaluru FSL,False
13733,4611,Laptop,2026-06-25,Rejected,Mysuru FSL,True
13734,4611,Hard Disk,2026-06-25,Sent to FSL,Mangaluru FSL,True
13735,4611,Drug Sample,2026-06-25,Rejected,Bengaluru FSL,False
13736,4611,USB Drive,2026-06-25,Sent to FSL,Bengaluru FSL,True
13737,4611,Knife,2026-06-25,Pending Analysis,Mysuru FSL,True
13738,4612,Document,2025-05-09,Verified,Mysuru FSL,True
13739,4612,Clothing,2025-05-09,Verified,Mysuru FSL,True
13740,4613,Vehicle,2025-04-20,Verified,Bengaluru FSL,False
13741,4613,Clothing,2025-04-20,Sent to FSL,Mangaluru FSL,False
13742,4614,Firearm,2022-11-14,Rejected,Bengaluru FSL,False
13743,4614,USB Drive,2022-11-14,Verified,Mysuru FSL,False
13744,4614,Laptop,2022-11-14,Collected,Bengaluru FSL,True
13745,4615,Blood Sample,2026-09-06,Sent to FSL,Mysuru FSL,True
13746,4615,Drug Sample,2026-09-06,Sent to FSL,Mangaluru FSL,True
13747,4616,Document,2025-02-20,Verified,Mysuru FSL,True
13748,4616,USB Drive,2025-02-20,Rejected,Mangaluru FSL,True
13749,4616,Hard Disk,2025-02-20,Pending Analysis,Mysuru FSL,False
13750,4617,SIM Card,2022-01-11,Sent to FSL,Mysuru FSL,True
13751,4617,Laptop,2022-01-11,Rejected,Mysuru FSL,False
13752,4618,Document,2023-07-06,Collected,Mysuru FSL,True
13753,4618,USB Drive,2023-07-06,Pending Analysis,Mangaluru FSL,True
13754,4618,CCTV Footage,2023-07-06,Collected,Mysuru FSL,True
13755,4618,Laptop,2023-07-06,Rejected,Mysuru FSL,True
13756,4618,Firearm,2023-07-06,Collected,Bengaluru FSL,False
13757,4619,CCTV Footage,2025-08-05,Sent to FSL,Mysuru FSL,False
13758,4619,DNA Sample,2025-08-05,Sent to FSL,Mysuru FSL,False
13759,4620,Blood Sample,2026-10-10,Pending Analysis,Bengaluru FSL,True
13760,4620,Knife,2026-10-10,Sent to FSL,Mysuru FSL,True
13761,4620,Firearm,2026-10-10,Verified,Mangaluru FSL,False
13762,4621,Mobile Phone,2024-12-14,Verified,Bengaluru FSL,True
13763,4622,Mobile Phone,2022-10-18,Verified,Mysuru FSL,True
13764,4622,Vehicle,2022-10-18,Pending Analysis,Bengaluru FSL,False
13765,4622,USB Drive,2022-10-18,Rejected,Mysuru FSL,False
13766,4622,Fingerprint,2022-10-18,Verified,Mangaluru FSL,True
13767,4622,Firearm,2022-10-18,Rejected,Bengaluru FSL,True
13768,4623,USB Drive,2022-10-19,Collected,Mysuru FSL,True
13769,4623,Document,2022-10-19,Sent to FSL,Mangaluru FSL,True
13770,4623,Mobile Phone,2022-10-19,Rejected,Mangaluru FSL,True
13771,4623,SIM Card,2022-10-19,Sent to FSL,Mysuru FSL,False
13772,4623,Drug Sample,2022-10-19,Rejected,Mangaluru FSL,True
13773,4624,Document,2026-05-10,Rejected,Mysuru FSL,False
13774,4624,DNA Sample,2026-05-10,Sent to FSL,Mysuru FSL,False
13775,4625,CCTV Footage,2023-01-24,Sent to FSL,Mangaluru FSL,False
13776,4626,USB Drive,2024-01-06,Collected,Bengaluru FSL,True
13777,4626,CCTV Footage,2024-01-06,Rejected,Mangaluru FSL,False
13778,4627,SIM Card,2023-12-29,Rejected,Mysuru FSL,True
13779,4627,Knife,2023-12-29,Pending Analysis,Mysuru FSL,True
13780,4627,Vehicle,2023-12-29,Pending Analysis,Bengaluru FSL,True
13781,4627,DNA Sample,2023-12-29,Rejected,Mysuru FSL,False
13782,4627,Laptop,2023-12-29,Rejected,Bengaluru FSL,False
13783,4628,DNA Sample,2026-07-31,Pending Analysis,Mangaluru FSL,True
13784,4628,Mobile Phone,2026-07-31,Verified,Mysuru FSL,False
13785,4628,Knife,2026-07-31,Verified,Bengaluru FSL,True
13786,4628,USB Drive,2026-07-31,Verified,Mysuru FSL,False
13787,4628,Vehicle,2026-07-31,Collected,Bengaluru FSL,False
13788,4629,DNA Sample,2025-12-17,Rejected,Bengaluru FSL,False
13789,4629,Vehicle,2025-12-17,Collected,Mangaluru FSL,False
13790,4630,Drug Sample,2022-10-11,Sent to FSL,Bengaluru FSL,True
13791,4630,Knife,2022-10-11,Pending Analysis,Bengaluru FSL,True
13792,4630,SIM Card,2022-10-11,Rejected,Mysuru FSL,False
13793,4631,DNA Sample,2023-08-28,Verified,Mangaluru FSL,True
13794,4631,Fingerprint,2023-08-28,Pending Analysis,Bengaluru FSL,True
13795,4632,Clothing,2022-04-24,Pending Analysis,Mangaluru FSL,True
13796,4632,DNA Sample,2022-04-24,Collected,Mysuru FSL,True
13797,4632,Blood Sample,2022-04-24,Collected,Mangaluru FSL,False
13798,4633,DNA Sample,2022-12-10,Verified,Mangaluru FSL,False
13799,4633,Drug Sample,2022-12-10,Pending Analysis,Mangaluru FSL,True
13800,4633,Vehicle,2022-12-10,Sent to FSL,Mangaluru FSL,False
13801,4633,Knife,2022-12-10,Pending Analysis,Bengaluru FSL,False
13802,4634,Blood Sample,2026-01-11,Sent to FSL,Mysuru FSL,True
13803,4634,Firearm,2026-01-11,Pending Analysis,Bengaluru FSL,True
13804,4634,Document,2026-01-11,Verified,Mangaluru FSL,True
13805,4634,Mobile Phone,2026-01-11,Rejected,Bengaluru FSL,False
13806,4634,Clothing,2026-01-11,Pending Analysis,Mangaluru FSL,True
13807,4635,DNA Sample,2024-11-16,Pending Analysis,Mangaluru FSL,False
13808,4635,Fingerprint,2024-11-16,Verified,Mangaluru FSL,False
13809,4635,USB Drive,2024-11-16,Verified,Mysuru FSL,True
13810,4635,Blood Sample,2024-11-16,Pending Analysis,Mysuru FSL,True
13811,4636,DNA Sample,2022-02-13,Collected,Mysuru FSL,True
13812,4636,Clothing,2022-02-13,Pending Analysis,Bengaluru FSL,True
13813,4636,Document,2022-02-13,Verified,Mysuru FSL,True
13814,4636,USB Drive,2022-02-13,Pending Analysis,Mysuru FSL,False
13815,4637,Document,2026-07-24,Rejected,Mangaluru FSL,False
13816,4637,Hard Disk,2026-07-24,Collected,Bengaluru FSL,False
13817,4637,USB Drive,2026-07-24,Collected,Bengaluru FSL,True
13818,4637,CCTV Footage,2026-07-24,Verified,Mangaluru FSL,False
13819,4637,SIM Card,2026-07-24,Pending Analysis,Bengaluru FSL,False
13820,4638,Document,2023-01-09,Sent to FSL,Mangaluru FSL,True
13821,4638,Vehicle,2023-01-09,Collected,Bengaluru FSL,True
13822,4638,Hard Disk,2023-01-09,Pending Analysis,Mysuru FSL,False
13823,4639,Firearm,2024-08-23,Sent to FSL,Mysuru FSL,False
13824,4639,Knife,2024-08-23,Verified,Mysuru FSL,False
13825,4640,Hard Disk,2023-08-14,Pending Analysis,Mysuru FSL,False
13826,4640,USB Drive,2023-08-14,Collected,Mysuru FSL,False
13827,4640,SIM Card,2023-08-14,Collected,Mysuru FSL,True
13828,4640,Firearm,2023-08-14,Sent to FSL,Mangaluru FSL,True
13829,4641,Laptop,2025-10-09,Collected,Mangaluru FSL,True
13830,4641,SIM Card,2025-10-09,Pending Analysis,Bengaluru FSL,True
13831,4642,Fingerprint,2024-07-10,Sent to FSL,Mangaluru FSL,True
13832,4643,Laptop,2024-06-01,Verified,Mangaluru FSL,True
13833,4643,Hard Disk,2024-06-01,Rejected,Mangaluru FSL,False
13834,4643,Firearm,2024-06-01,Pending Analysis,Bengaluru FSL,False
13835,4643,Blood Sample,2024-06-01,Pending Analysis,Mangaluru FSL,True
13836,4644,Mobile Phone,2024-06-13,Verified,Mangaluru FSL,False
13837,4644,CCTV Footage,2024-06-13,Rejected,Bengaluru FSL,True
13838,4644,Firearm,2024-06-13,Sent to FSL,Bengaluru FSL,True
13839,4645,Knife,2022-11-20,Collected,Mangaluru FSL,False
13840,4646,Firearm,2026-07-08,Pending Analysis,Mysuru FSL,True
13841,4646,CCTV Footage,2026-07-08,Rejected,Bengaluru FSL,True
13842,4646,Drug Sample,2026-07-08,Rejected,Mysuru FSL,True
13843,4646,Document,2026-07-08,Sent to FSL,Bengaluru FSL,True
13844,4647,Hard Disk,2024-04-20,Verified,Bengaluru FSL,False
13845,4648,Knife,2025-08-10,Verified,Bengaluru FSL,True
13846,4648,Document,2025-08-10,Verified,Mangaluru FSL,False
13847,4648,SIM Card,2025-08-10,Verified,Bengaluru FSL,False
13848,4648,DNA Sample,2025-08-10,Collected,Bengaluru FSL,True
13849,4648,Blood Sample,2025-08-10,Collected,Mysuru FSL,False
13850,4649,Mobile Phone,2024-03-27,Pending Analysis,Mysuru FSL,False
13851,4649,Vehicle,2024-03-27,Rejected,Mysuru FSL,True
13852,4649,SIM Card,2024-03-27,Pending Analysis,Mysuru FSL,True
13853,4649,Firearm,2024-03-27,Verified,Bengaluru FSL,True
13854,4649,Blood Sample,2024-03-27,Sent to FSL,Mysuru FSL,False
13855,4650,Document,2024-03-08,Sent to FSL,Mysuru FSL,True
13856,4650,USB Drive,2024-03-08,Verified,Mangaluru FSL,True
13857,4650,Mobile Phone,2024-03-08,Sent to FSL,Mysuru FSL,True
13858,4650,Hard Disk,2024-03-08,Sent to FSL,Bengaluru FSL,False
13859,4651,Fingerprint,2024-11-25,Sent to FSL,Mangaluru FSL,True
13860,4651,Mobile Phone,2024-11-25,Pending Analysis,Mysuru FSL,True
13861,4651,Knife,2024-11-25,Sent to FSL,Bengaluru FSL,False
13862,4651,CCTV Footage,2024-11-25,Verified,Mysuru FSL,False
13863,4652,Laptop,2026-01-22,Pending Analysis,Mysuru FSL,True
13864,4652,CCTV Footage,2026-01-22,Sent to FSL,Bengaluru FSL,True
13865,4652,Vehicle,2026-01-22,Rejected,Mangaluru FSL,True
13866,4653,Vehicle,2022-06-06,Verified,Mysuru FSL,False
13867,4653,Laptop,2022-06-06,Rejected,Bengaluru FSL,True
13868,4653,Knife,2022-06-06,Rejected,Mysuru FSL,False
13869,4653,Hard Disk,2022-06-06,Pending Analysis,Mysuru FSL,False
13870,4654,Drug Sample,2022-03-10,Rejected,Mysuru FSL,False
13871,4654,CCTV Footage,2022-03-10,Sent to FSL,Mysuru FSL,False
13872,4654,SIM Card,2022-03-10,Rejected,Bengaluru FSL,False
13873,4654,Laptop,2022-03-10,Pending Analysis,Mysuru FSL,True
13874,4655,SIM Card,2024-05-01,Rejected,Mangaluru FSL,True
13875,4655,DNA Sample,2024-05-01,Rejected,Bengaluru FSL,True
13876,4655,Firearm,2024-05-01,Rejected,Bengaluru FSL,False
13877,4655,Hard Disk,2024-05-01,Rejected,Bengaluru FSL,False
13878,4656,Firearm,2022-11-23,Pending Analysis,Mangaluru FSL,False
13879,4656,Drug Sample,2022-11-23,Verified,Mysuru FSL,False
13880,4657,Document,2022-10-24,Rejected,Mangaluru FSL,False
13881,4657,Blood Sample,2022-10-24,Verified,Mysuru FSL,False
13882,4657,Vehicle,2022-10-24,Verified,Bengaluru FSL,False
13883,4658,Vehicle,2026-05-14,Verified,Bengaluru FSL,True
13884,4658,Drug Sample,2026-05-14,Collected,Bengaluru FSL,False
13885,4658,CCTV Footage,2026-05-14,Rejected,Mangaluru FSL,True
13886,4658,Clothing,2026-05-14,Pending Analysis,Bengaluru FSL,False
13887,4659,Clothing,2023-05-17,Sent to FSL,Bengaluru FSL,False
13888,4660,Document,2024-11-20,Verified,Mysuru FSL,True
13889,4661,Clothing,2024-03-05,Pending Analysis,Mangaluru FSL,True
13890,4662,Fingerprint,2024-12-06,Rejected,Bengaluru FSL,False
13891,4663,Vehicle,2026-11-21,Rejected,Mangaluru FSL,False
13892,4664,Knife,2022-10-06,Verified,Mangaluru FSL,True
13893,4664,Mobile Phone,2022-10-06,Sent to FSL,Mysuru FSL,False
13894,4665,Drug Sample,2025-10-31,Verified,Mysuru FSL,True
13895,4666,Blood Sample,2024-10-14,Pending Analysis,Mangaluru FSL,False
13896,4666,Laptop,2024-10-14,Rejected,Mangaluru FSL,False
13897,4666,Document,2024-10-14,Collected,Mysuru FSL,True
13898,4666,CCTV Footage,2024-10-14,Collected,Mysuru FSL,False
13899,4666,Mobile Phone,2024-10-14,Collected,Mangaluru FSL,True
13900,4667,Firearm,2025-07-02,Verified,Mysuru FSL,True
13901,4667,SIM Card,2025-07-02,Rejected,Mangaluru FSL,True
13902,4667,CCTV Footage,2025-07-02,Collected,Bengaluru FSL,False
13903,4667,Vehicle,2025-07-02,Collected,Mangaluru FSL,False
13904,4668,Laptop,2022-10-11,Verified,Bengaluru FSL,True
13905,4668,Drug Sample,2022-10-11,Collected,Bengaluru FSL,False
13906,4668,CCTV Footage,2022-10-11,Pending Analysis,Mangaluru FSL,False
13907,4669,Hard Disk,2023-04-19,Verified,Mangaluru FSL,False
13908,4669,Drug Sample,2023-04-19,Sent to FSL,Mysuru FSL,False
13909,4669,Clothing,2023-04-19,Verified,Mysuru FSL,True
13910,4669,Blood Sample,2023-04-19,Pending Analysis,Mysuru FSL,False
13911,4669,Firearm,2023-04-19,Verified,Mysuru FSL,True
13912,4670,Vehicle,2023-10-18,Pending Analysis,Mysuru FSL,False
13913,4670,Hard Disk,2023-10-18,Sent to FSL,Bengaluru FSL,False
13914,4670,USB Drive,2023-10-18,Sent to FSL,Mysuru FSL,False
13915,4671,SIM Card,2025-09-22,Sent to FSL,Mangaluru FSL,True
13916,4672,Clothing,2023-02-18,Pending Analysis,Mysuru FSL,False
13917,4672,Firearm,2023-02-18,Rejected,Bengaluru FSL,False
13918,4672,Blood Sample,2023-02-18,Rejected,Mysuru FSL,True
13919,4672,DNA Sample,2023-02-18,Pending Analysis,Mangaluru FSL,False
13920,4672,Document,2023-02-18,Pending Analysis,Bengaluru FSL,True
13921,4673,CCTV Footage,2023-06-05,Pending Analysis,Bengaluru FSL,False
13922,4673,Clothing,2023-06-05,Verified,Bengaluru FSL,False
13923,4673,DNA Sample,2023-06-05,Rejected,Mangaluru FSL,False
13924,4673,Laptop,2023-06-05,Verified,Mangaluru FSL,False
13925,4674,Firearm,2022-11-24,Verified,Mangaluru FSL,True
13926,4674,Blood Sample,2022-11-24,Sent to FSL,Mysuru FSL,True
13927,4675,Clothing,2023-05-16,Pending Analysis,Mysuru FSL,True
13928,4675,CCTV Footage,2023-05-16,Sent to FSL,Bengaluru FSL,False
13929,4675,Mobile Phone,2023-05-16,Sent to FSL,Bengaluru FSL,False
13930,4675,DNA Sample,2023-05-16,Sent to FSL,Bengaluru FSL,True
13931,4676,Fingerprint,2025-03-22,Verified,Mangaluru FSL,True
13932,4676,Knife,2025-03-22,Rejected,Mysuru FSL,False
13933,4677,Blood Sample,2026-05-05,Sent to FSL,Mangaluru FSL,True
13934,4677,Clothing,2026-05-05,Pending Analysis,Mangaluru FSL,False
13935,4677,SIM Card,2026-05-05,Pending Analysis,Bengaluru FSL,False
13936,4678,Firearm,2025-09-25,Sent to FSL,Bengaluru FSL,False
13937,4678,Mobile Phone,2025-09-25,Collected,Mangaluru FSL,False
13938,4678,USB Drive,2025-09-25,Pending Analysis,Bengaluru FSL,True
13939,4679,Drug Sample,2022-12-18,Sent to FSL,Bengaluru FSL,True
13940,4679,Blood Sample,2022-12-18,Sent to FSL,Mangaluru FSL,False
13941,4680,Blood Sample,2022-10-25,Verified,Mangaluru FSL,False
13942,4680,Laptop,2022-10-25,Rejected,Bengaluru FSL,False
13943,4680,Document,2022-10-25,Pending Analysis,Bengaluru FSL,False
13944,4680,SIM Card,2022-10-25,Collected,Bengaluru FSL,False
13945,4681,Clothing,2023-11-24,Rejected,Bengaluru FSL,True
13946,4681,Firearm,2023-11-24,Pending Analysis,Bengaluru FSL,True
13947,4682,Fingerprint,2025-06-16,Pending Analysis,Bengaluru FSL,False
13948,4682,Blood Sample,2025-06-16,Verified,Bengaluru FSL,False
13949,4682,SIM Card,2025-06-16,Sent to FSL,Bengaluru FSL,True
13950,4683,DNA Sample,2023-07-08,Pending Analysis,Bengaluru FSL,True
13951,4683,Document,2023-07-08,Sent to FSL,Bengaluru FSL,True
13952,4683,Drug Sample,2023-07-08,Rejected,Mysuru FSL,False
13953,4683,SIM Card,2023-07-08,Collected,Mangaluru FSL,False
13954,4683,CCTV Footage,2023-07-08,Verified,Mangaluru FSL,True
13955,4684,Fingerprint,2025-08-15,Rejected,Mysuru FSL,False
13956,4685,Blood Sample,2022-07-10,Sent to FSL,Mysuru FSL,False
13957,4685,Firearm,2022-07-10,Verified,Mangaluru FSL,True
13958,4685,Drug Sample,2022-07-10,Pending Analysis,Bengaluru FSL,False
13959,4686,Laptop,2023-12-29,Sent to FSL,Bengaluru FSL,True
13960,4686,Document,2023-12-29,Rejected,Mysuru FSL,False
13961,4687,Knife,2022-11-14,Rejected,Mangaluru FSL,False
13962,4688,Firearm,2024-05-07,Collected,Mysuru FSL,True
13963,4688,Laptop,2024-05-07,Collected,Mangaluru FSL,True
13964,4689,Clothing,2023-09-22,Verified,Mysuru FSL,True
13965,4689,Drug Sample,2023-09-22,Verified,Mysuru FSL,True
13966,4689,Laptop,2023-09-22,Rejected,Bengaluru FSL,False
13967,4689,Mobile Phone,2023-09-22,Sent to FSL,Mangaluru FSL,False
13968,4689,Knife,2023-09-22,Rejected,Mysuru FSL,False
13969,4690,Drug Sample,2026-01-11,Collected,Mangaluru FSL,True
13970,4690,Fingerprint,2026-01-11,Verified,Mangaluru FSL,False
13971,4691,USB Drive,2022-08-15,Collected,Mangaluru FSL,True
13972,4691,Vehicle,2022-08-15,Pending Analysis,Bengaluru FSL,True
13973,4691,DNA Sample,2022-08-15,Pending Analysis,Mysuru FSL,True
13974,4691,Mobile Phone,2022-08-15,Sent to FSL,Bengaluru FSL,False
13975,4692,Mobile Phone,2023-09-20,Verified,Mangaluru FSL,True
13976,4692,Drug Sample,2023-09-20,Sent to FSL,Mangaluru FSL,False
13977,4692,CCTV Footage,2023-09-20,Pending Analysis,Mangaluru FSL,False
13978,4692,Firearm,2023-09-20,Pending Analysis,Bengaluru FSL,False
13979,4692,Clothing,2023-09-20,Verified,Mangaluru FSL,False
13980,4693,USB Drive,2024-04-24,Verified,Mangaluru FSL,True
13981,4693,Laptop,2024-04-24,Rejected,Bengaluru FSL,True
13982,4693,Clothing,2024-04-24,Rejected,Mysuru FSL,True
13983,4693,Knife,2024-04-24,Sent to FSL,Mangaluru FSL,True
13984,4693,Firearm,2024-04-24,Sent to FSL,Mysuru FSL,True
13985,4694,Mobile Phone,2023-09-25,Verified,Mangaluru FSL,False
13986,4694,DNA Sample,2023-09-25,Rejected,Mangaluru FSL,True
13987,4694,Firearm,2023-09-25,Rejected,Mysuru FSL,False
13988,4694,Clothing,2023-09-25,Sent to FSL,Mysuru FSL,False
13989,4694,SIM Card,2023-09-25,Rejected,Mysuru FSL,False
13990,4695,Knife,2022-02-08,Collected,Bengaluru FSL,True
13991,4695,Firearm,2022-02-08,Rejected,Mangaluru FSL,False
13992,4695,SIM Card,2022-02-08,Collected,Mysuru FSL,True
13993,4696,Firearm,2025-03-15,Pending Analysis,Mangaluru FSL,True
13994,4696,Clothing,2025-03-15,Collected,Bengaluru FSL,True
13995,4696,Document,2025-03-15,Rejected,Mysuru FSL,True
13996,4696,Laptop,2025-03-15,Verified,Mysuru FSL,True
13997,4697,Blood Sample,2022-12-21,Verified,Bengaluru FSL,False
13998,4697,CCTV Footage,2022-12-21,Rejected,Mysuru FSL,False
13999,4697,Hard Disk,2022-12-21,Verified,Bengaluru FSL,False
14000,4698,Clothing,2024-05-07,Verified,Mysuru FSL,False
14001,4698,USB Drive,2024-05-07,Rejected,Mangaluru FSL,False
14002,4698,Firearm,2024-05-07,Collected,Bengaluru FSL,True
