CaseID,FIRNumber,CrimeType,CrimeCategory,District,PoliceStation,Latitude,Longitude,Date,Time,Severity,Status,VictimID,SuspectID,Weapon,RepeatOffender,GangID,EstimatedLoss
7676,FIR-107675,Drug Trafficking,Organized Crime,Mysuru,Bidar PS,12.250689872815899,76.66914051564281,2025-12-31,12:58:15,Medium,Open,6970,1750,Unknown,False,204,288595
7677,FIR-107676,Fraud,Financial Crime,Dakshina Kannada,Shivpuri PS,12.947795021136649,74.82823967284497,2026-04-04,17:54:58,Medium,Open,16534,5161,None,True,89,9641
7678,FIR-107677,Domestic Violence,Social Crime,Mysuru,Kavali PS,12.340988804559311,76.69879777464925,2024-09-03,23:35:38,Low,Chargesheet Filed,7597,7068,Knife,True,250,173763
7679,FIR-107678,Fraud,Financial Crime,Bengaluru Urban,Salem PS,12.902309846926187,77.63008017546798,2025-10-08,10:55:47,Medium,Closed,18300,5039,Knife,False,175,271462
7680,FIR-107679,Robbery,Property Crime,Bengaluru Urban,Katni PS,13.032717201154245,77.63653611801283,2025-04-19,19:49:30,High,Chargesheet Filed,19463,73,Gun,True,23,244188
7681,FIR-107680,Cyber Crime,Cyber Crime,Mysuru,Guwahati PS,12.373133481067631,76.63344247034942,2025-09-13,22:39:39,High,Open,7670,7329,Gun,True,190,343470
7682,FIR-107681,Robbery,Property Crime,Mysuru,Thrissur PS,12.361628980019034,76.70578652060168,2025-05-27,02:28:24,Medium,Under Investigation,16886,916,Unknown,False,104,373218
7683,FIR-107682,Theft,Property Crime,Mysuru,Thiruvananthapuram PS,12.28291055446846,76.61756109075498,2025-03-17,22:37:44,Medium,Open,13410,3931,Knife,True,100,266526
7684,FIR-107683,Assault,Violent Crime,Dakshina Kannada,Durgapur PS,12.961926258348118,74.83305635495138,2024-10-01,17:49:02,Low,Under Investigation,14155,7321,Knife,False,66,160912
7685,FIR-107684,Burglary,Property Crime,Mysuru,Ramagundam PS,12.338411443452102,76.5940039454324,2026-03-01,00:24:39,Medium,Closed,6181,4278,Unknown,False,9,471268
7686,FIR-107685,Cyber Crime,Cyber Crime,Mysuru,Kanpur PS,12.295485474095676,76.65897298968702,2026-05-20,09:08:20,Medium,Open,8707,3790,Knife,True,123,9138
7687,FIR-107686,Murder,Violent Crime,Mysuru,Baranagar PS,12.369459846980849,76.71713414657121,2026-05-17,03:14:33,High,Open,3735,1913,Gun,True,181,31091
7688,FIR-107687,Cyber Crime,Cyber Crime,Mysuru,Belgaum PS,12.24939641370712,76.71592026488977,2026-07-14,15:31:20,Low,Under Investigation,18725,4030,Knife,True,211,353343
7689,FIR-107688,Assault,Violent Crime,Bengaluru Urban,Pallavaram PS,12.996401755786728,77.53985464697648,2026-01-19,23:45:30,High,Open,3415,7407,Knife,False,151,385236
7690,FIR-107689,Kidnapping,Violent Crime,Bengaluru Urban,Jhansi PS,13.025039505835844,77.64859338227758,2026-01-15,00:12:46,Medium,Closed,9564,2197,Blunt Object,False,105,63002
7691,FIR-107690,Kidnapping,Violent Crime,Dakshina Kannada,Kishanganj PS,12.839286170284243,74.81382710621045,2025-12-16,07:59:01,Medium,Open,8704,2824,Knife,True,29,479104
7692,FIR-107691,Fraud,Financial Crime,Bengaluru Urban,Cuttack PS,12.934736512064852,77.57019134613873,2026-04-01,19:58:16,Low,Under Investigation,20764,1955,Gun,False,37,496640
7693,FIR-107692,Fraud,Financial Crime,Dakshina Kannada,Guntakal PS,12.8671044891644,74.88683255001958,2024-12-13,08:37:39,Low,Closed,14070,5040,Blunt Object,True,157,218362
7694,FIR-107693,Fraud,Financial Crime,Bengaluru Urban,Bharatpur PS,12.991020467071113,77.60246745602767,2025-10-30,20:40:03,Medium,Chargesheet Filed,22700,1929,Unknown,True,238,467470
7695,FIR-107694,Robbery,Property Crime,Bengaluru Urban,Motihari PS,12.94337300612072,77.58564647030062,2025-06-02,18:03:49,High,Open,9842,2370,Knife,True,179,194915
7696,FIR-107695,Assault,Violent Crime,Dakshina Kannada,Avadi PS,12.900990968069852,74.8395119761225,2024-10-02,16:22:10,Low,Open,11617,1708,Gun,True,62,262358
7697,FIR-107696,Murder,Violent Crime,Mysuru,Gudivada PS,12.372318223127653,76.67610406579881,2025-10-23,20:15:52,Medium,Under Investigation,23262,5398,None,False,197,92826
7698,FIR-107697,Assault,Violent Crime,Dakshina Kannada,Medininagar PS,12.970988545452032,74.8581537648756,2025-12-08,17:55:35,Low,Closed,21014,2936,Gun,False,49,186039
7699,FIR-107698,Domestic Violence,Social Crime,Dakshina Kannada,Latur PS,12.964404725523671,74.86390435359932,2026-06-28,16:21:07,Medium,Chargesheet Filed,2125,2570,Blunt Object,False,153,182509
7700,FIR-107699,Fraud,Financial Crime,Bengaluru Urban,Gandhinagar PS,13.022413006929819,77.64043855620498,2025-01-31,06:50:17,High,Closed,12018,2239,None,True,131,255373
7701,FIR-107700,Kidnapping,Violent Crime,Bengaluru Urban,Avadi PS,12.968542545046041,77.66161850287611,2026-05-24,14:57:54,Low,Open,21979,7868,Knife,True,182,417439
7702,FIR-107701,Murder,Violent Crime,Bengaluru Urban,Khandwa PS,13.044336682553254,77.56774723133333,2026-05-27,12:01:26,Low,Chargesheet Filed,7657,2842,Knife,True,153,164043
7703,FIR-107702,Drug Trafficking,Organized Crime,Bengaluru Urban,Madhyamgram PS,12.898453497744752,77.59050666462284,2026-05-22,00:52:40,High,Open,9196,2532,None,False,237,271092
7704,FIR-107703,Cyber Crime,Cyber Crime,Dakshina Kannada,Jalgaon PS,12.968628878433945,74.83935053793587,2025-01-26,17:17:51,Low,Open,6487,6987,Knife,True,195,86990
7705,FIR-107704,Theft,Property Crime,Dakshina Kannada,Munger PS,12.888925860988484,74.83215745374144,2025-04-03,03:46:19,High,Closed,2145,2690,Gun,True,82,408886
7706,FIR-107705,Burglary,Property Crime,Dakshina Kannada,Bhubaneswar PS,12.973094525794124,74.88954122528635,2024-11-23,03:58:33,Low,Chargesheet Filed,15532,3629,Blunt Object,False,133,376169
7707,FIR-107706,Domestic Violence,Social Crime,Bengaluru Urban,Visakhapatnam PS,13.049885169980783,77.66376282379763,2025-11-28,21:23:49,High,Chargesheet Filed,13847,1620,None,False,48,179661
7708,FIR-107707,Burglary,Property Crime,Mysuru,Berhampore PS,12.285721796554059,76.56123156310619,2026-03-18,22:53:24,Medium,Closed,11603,3565,Blunt Object,False,105,87986
7709,FIR-107708,Cyber Crime,Cyber Crime,Mysuru,Aligarh PS,12.366606521553193,76.64736048958441,2026-04-09,12:33:40,Medium,Under Investigation,7337,3811,None,False,3,181193
7710,FIR-107709,Domestic Violence,Social Crime,Dakshina Kannada,Anand PS,12.850478371930956,74.90448738728229,2025-08-10,06:51:58,Low,Under Investigation,9539,652,Unknown,True,193,356829
7711,FIR-107710,Fraud,Financial Crime,Bengaluru Urban,Indore PS,12.925721434674193,77.59317812061019,2024-10-26,12:50:37,Medium,Open,22747,4982,Blunt Object,False,240,68335
7712,FIR-107711,Burglary,Property Crime,Dakshina Kannada,Junagadh PS,12.92397069237574,74.7890071479137,2025-11-25,23:45:17,Low,Chargesheet Filed,11770,2265,Unknown,True,199,256753
7713,FIR-107712,Burglary,Property Crime,Dakshina Kannada,Morena PS,12.9372188869503,74.79767851921673,2026-04-01,05:23:09,Low,Closed,12477,6444,None,True,136,423321
7714,FIR-107713,Burglary,Property Crime,Bengaluru Urban,Miryalaguda PS,12.989757718140417,77.58647440310254,2024-12-10,09:55:19,High,Under Investigation,3058,6417,Knife,True,104,324955
7715,FIR-107714,Drug Trafficking,Organized Crime,Bengaluru Urban,Meerut PS,12.908258739006992,77.53671281649272,2025-12-01,07:12:02,Low,Chargesheet Filed,10786,1970,Gun,False,61,446348
7716,FIR-107715,Drug Trafficking,Organized Crime,Bengaluru Urban,Tiruchirappalli PS,12.928410490141715,77.66116747594839,2026-05-14,16:59:46,Medium,Chargesheet Filed,10668,1623,Unknown,True,148,22800
7717,FIR-107716,Theft,Property Crime,Bengaluru Urban,Bhubaneswar PS,13.000053006209889,77.62596378395963,2025-02-01,11:22:21,High,Under Investigation,8775,4653,Gun,True,247,457724
7718,FIR-107717,Drug Trafficking,Organized Crime,Bengaluru Urban,Bilaspur PS,12.980715314377766,77.58226913358759,2025-03-29,15:14:31,Low,Open,18912,6930,Knife,False,72,451613
7719,FIR-107718,Cyber Crime,Cyber Crime,Bengaluru Urban,Aligarh PS,12.952869888198215,77.65142969797706,2026-06-03,12:00:01,Low,Closed,14564,6219,None,False,73,301161
7720,FIR-107719,Domestic Violence,Social Crime,Mysuru,Faridabad PS,12.288488623932354,76.69075637609141,2026-04-20,07:32:08,High,Under Investigation,23290,4564,Gun,True,154,440299
7721,FIR-107720,Domestic Violence,Social Crime,Mysuru,Tadipatri PS,12.291502729745211,76.67745459617916,2026-01-03,21:10:32,High,Under Investigation,18426,3967,Unknown,False,170,42400
7722,FIR-107721,Robbery,Property Crime,Mysuru,Ambattur PS,12.336445919948533,76.56603658053105,2025-10-11,02:35:54,High,Open,24865,2109,Unknown,False,219,308857
7723,FIR-107722,Fraud,Financial Crime,Mysuru,Surendranagar Dudhrej PS,12.305577184842143,76.57072622194738,2024-10-09,08:27:43,High,Under Investigation,21038,4593,Blunt Object,False,25,447638
7724,FIR-107723,Kidnapping,Violent Crime,Dakshina Kannada,Raebareli PS,12.986765686264022,74.91879635843196,2026-06-10,11:42:13,Low,Open,15771,3547,Unknown,False,58,291202
7725,FIR-107724,Robbery,Property Crime,Dakshina Kannada,Phusro PS,12.92255754653187,74.91780155491641,2025-12-31,00:50:48,Low,Chargesheet Filed,8282,7057,None,False,243,282271
7726,FIR-107725,Domestic Violence,Social Crime,Dakshina Kannada,Singrauli PS,12.92719875288936,74.8316280647319,2026-01-21,17:56:49,Medium,Closed,14238,7077,Gun,False,131,111971
7727,FIR-107726,Fraud,Financial Crime,Mysuru,Warangal PS,12.303069290985212,76.69782587649712,2025-01-26,23:04:13,Medium,Chargesheet Filed,22791,1968,Blunt Object,False,190,266660
7728,FIR-107727,Robbery,Property Crime,Bengaluru Urban,Visakhapatnam PS,12.991674895879655,77.52284933406861,2024-12-09,07:33:36,High,Chargesheet Filed,11438,4708,Gun,False,65,376514
7729,FIR-107728,Robbery,Property Crime,Dakshina Kannada,Jamalpur PS,12.967891462951407,74.79177558356479,2025-01-31,15:03:51,High,Under Investigation,11989,3743,Knife,True,85,51686
7730,FIR-107729,Murder,Violent Crime,Mysuru,Rajpur Sonarpur PS,12.238277733284912,76.71187287848129,2026-06-06,10:50:10,Low,Under Investigation,14860,4744,Unknown,False,140,17352
7731,FIR-107730,Burglary,Property Crime,Bengaluru Urban,Korba PS,13.03908306534479,77.6129071070712,2025-04-28,08:49:19,Low,Open,23134,6203,Unknown,True,170,293937
7732,FIR-107731,Drug Trafficking,Organized Crime,Bengaluru Urban,Kolkata PS,13.025801988573548,77.52070357921315,2024-12-27,01:33:37,High,Chargesheet Filed,8976,1050,Unknown,False,120,209032
7733,FIR-107732,Murder,Violent Crime,Bengaluru Urban,Kavali PS,12.97665204762514,77.52263539912202,2025-05-26,02:05:47,Low,Chargesheet Filed,1710,3117,Knife,True,37,356573
7734,FIR-107733,Drug Trafficking,Organized Crime,Bengaluru Urban,Belgaum PS,13.04094385387744,77.62750752049787,2026-02-07,01:38:05,Medium,Closed,20308,5330,Gun,True,14,280133
7735,FIR-107734,Kidnapping,Violent Crime,Mysuru,Satara PS,12.246041052558422,76.62671630630115,2026-03-26,17:31:58,High,Under Investigation,14378,4404,Gun,False,113,473614
7736,FIR-107735,Burglary,Property Crime,Dakshina Kannada,Ujjain PS,12.971283358796295,74.93182912633046,2024-09-30,19:31:12,High,Chargesheet Filed,17921,7797,Gun,True,83,336938
7737,FIR-107736,Kidnapping,Violent Crime,Dakshina Kannada,Kumbakonam PS,12.912460985113498,74.88039800955941,2025-02-23,22:36:27,Medium,Closed,23228,5894,Blunt Object,False,221,5779
7738,FIR-107737,Kidnapping,Violent Crime,Mysuru,Panihati PS,12.340226116478412,76.5960182362911,2024-12-13,13:45:17,Low,Under Investigation,4433,3102,None,True,143,435270
7739,FIR-107738,Cyber Crime,Cyber Crime,Mysuru,Tenali PS,12.307807493976936,76.62743141101406,2026-01-07,21:36:15,High,Closed,19416,2027,Gun,False,114,12061
7740,FIR-107739,Assault,Violent Crime,Mysuru,Uluberia PS,12.336821458473379,76.68336345262358,2024-11-19,06:59:42,High,Open,21482,5226,Blunt Object,True,34,89759
7741,FIR-107740,Theft,Property Crime,Mysuru,Orai PS,12.339843528857433,76.63539417440685,2025-05-16,06:40:56,Medium,Under Investigation,17010,2905,Blunt Object,False,20,372439
7742,FIR-107741,Kidnapping,Violent Crime,Mysuru,Bellary PS,12.335592743193095,76.60782668392216,2026-03-27,21:53:48,Medium,Closed,13660,4093,Unknown,True,27,289701
7743,FIR-107742,Domestic Violence,Social Crime,Dakshina Kannada,Ballia PS,12.913751512323236,74.86587202756353,2024-12-25,04:50:02,High,Chargesheet Filed,7151,460,None,True,233,5242
7744,FIR-107743,Burglary,Property Crime,Dakshina Kannada,Sri Ganganagar PS,12.90691306198051,74.80660255396198,2026-03-05,16:51:01,Medium,Closed,15205,3385,Blunt Object,False,235,389075
7745,FIR-107744,Kidnapping,Violent Crime,Dakshina Kannada,Vadodara PS,12.926839818938639,74.8651393300419,2025-02-16,19:48:48,Low,Under Investigation,24065,6918,Blunt Object,True,249,417566
7746,FIR-107745,Fraud,Financial Crime,Mysuru,Durg PS,12.223217074067078,76.620716824264,2025-11-08,10:26:04,High,Chargesheet Filed,8290,3807,Blunt Object,True,143,497418
7747,FIR-107746,Theft,Property Crime,Bengaluru Urban,Faridabad PS,12.927830520200468,77.61221719873804,2025-07-07,23:42:57,Medium,Open,17733,1300,Blunt Object,False,209,349736
7748,FIR-107747,Cyber Crime,Cyber Crime,Bengaluru Urban,Bhiwani PS,12.914944709279125,77.59098396229506,2024-11-11,08:16:47,Low,Under Investigation,17707,7421,Gun,False,207,261091
7749,FIR-107748,Drug Trafficking,Organized Crime,Bengaluru Urban,Karaikudi PS,12.929494624452845,77.52219216004877,2025-03-09,14:20:30,Low,Chargesheet Filed,10975,1168,Blunt Object,False,26,171804
7750,FIR-107749,Burglary,Property Crime,Mysuru,Karnal PS,12.267725741001314,76.71294317948393,2025-06-18,23:56:50,Medium,Chargesheet Filed,6882,289,Unknown,True,112,11458
7751,FIR-107750,Burglary,Property Crime,Dakshina Kannada,Bardhaman PS,12.864000356968834,74.90488251429504,2024-08-03,03:51:53,Low,Under Investigation,15180,5928,Unknown,False,142,352336
7752,FIR-107751,Murder,Violent Crime,Bengaluru Urban,Madhyamgram PS,12.94531774104014,77.6656565594573,2024-11-21,23:52:41,High,Chargesheet Filed,14571,7180,Unknown,False,117,81994
7753,FIR-107752,Theft,Property Crime,Mysuru,Suryapet PS,12.333690993315242,76.60394560395042,2024-09-05,07:43:25,Medium,Under Investigation,17528,5234,Gun,True,107,155046
7754,FIR-107753,Fraud,Financial Crime,Mysuru,Bhind PS,12.239869582929492,76.63168752456735,2025-07-19,06:07:22,High,Open,7219,6653,Gun,False,136,60405
7755,FIR-107754,Assault,Violent Crime,Dakshina Kannada,Bangalore PS,12.961038991680752,74.7786513193579,2025-04-14,19:20:29,Medium,Chargesheet Filed,4410,5621,Gun,False,131,51598
7756,FIR-107755,Domestic Violence,Social Crime,Dakshina Kannada,Chandrapur PS,12.848503092234791,74.78740546101245,2026-07-11,18:07:30,High,Chargesheet Filed,14740,6758,Unknown,False,223,294086
7757,FIR-107756,Murder,Violent Crime,Bengaluru Urban,Malda PS,12.897353270870072,77.60332205953222,2025-06-09,05:41:14,High,Closed,20984,4425,Unknown,True,53,181862
7758,FIR-107757,Theft,Property Crime,Mysuru,Haridwar PS,12.339662454470208,76.66023729909077,2024-10-05,10:46:04,High,Closed,20562,2494,Blunt Object,False,103,140629
7759,FIR-107758,Robbery,Property Crime,Dakshina Kannada,Bikaner PS,12.933021382384991,74.89122394260953,2026-07-18,14:32:47,Medium,Open,6872,4917,Knife,False,221,293381
7760,FIR-107759,Drug Trafficking,Organized Crime,Mysuru,Tadepalligudem PS,12.25280355125086,76.62348982838274,2026-01-28,18:41:40,High,Chargesheet Filed,7454,2560,Blunt Object,False,180,284127
7761,FIR-107760,Kidnapping,Violent Crime,Mysuru,Chandigarh PS,12.3334884588108,76.5830543924312,2025-11-08,20:14:22,Low,Open,2858,5335,None,False,226,477385
7762,FIR-107761,Cyber Crime,Cyber Crime,Dakshina Kannada,Jamnagar PS,12.862151335669829,74.85151953550837,2024-08-26,07:06:50,Medium,Chargesheet Filed,24766,4676,Gun,True,28,363079
7763,FIR-107762,Cyber Crime,Cyber Crime,Dakshina Kannada,Aligarh PS,12.89458983772252,74.79769361141041,2025-02-24,21:48:48,Medium,Closed,6066,521,Blunt Object,False,223,285645
7764,FIR-107763,Drug Trafficking,Organized Crime,Bengaluru Urban,Bhilwara PS,12.942171407318583,77.53349307054367,2025-08-26,20:55:54,High,Under Investigation,14551,5592,Blunt Object,False,94,60442
7765,FIR-107764,Domestic Violence,Social Crime,Bengaluru Urban,Farrukhabad PS,12.909598321960571,77.53499875012561,2025-02-08,19:55:53,Low,Chargesheet Filed,15274,6659,None,True,122,294438
7766,FIR-107765,Cyber Crime,Cyber Crime,Bengaluru Urban,Raebareli PS,12.944971275548008,77.64946401177833,2025-05-31,08:21:00,Low,Closed,20562,4246,Knife,True,92,75072
7767,FIR-107766,Burglary,Property Crime,Bengaluru Urban,Jalgaon PS,12.971067809930531,77.63917869449209,2025-04-12,10:12:45,Medium,Chargesheet Filed,13797,648,Blunt Object,True,118,356932
7768,FIR-107767,Robbery,Property Crime,Dakshina Kannada,Nashik PS,12.971811435092777,74.92996496472716,2025-11-13,13:09:31,Medium,Under Investigation,13344,121,Knife,True,190,490712
7769,FIR-107768,Domestic Violence,Social Crime,Mysuru,Gwalior PS,12.35721167806457,76.65604141565906,2026-01-17,13:48:34,High,Chargesheet Filed,19721,706,Unknown,False,24,216045
7770,FIR-107769,Burglary,Property Crime,Bengaluru Urban,North Dumdum PS,12.903899541533638,77.5486948410021,2026-05-26,08:07:00,High,Under Investigation,9127,3262,Gun,True,12,182471
7771,FIR-107770,Cyber Crime,Cyber Crime,Mysuru,Jodhpur PS,12.331615495990398,76.67619848365325,2024-12-30,06:27:09,Medium,Open,11166,6087,Blunt Object,True,86,129161
7772,FIR-107771,Burglary,Property Crime,Bengaluru Urban,Sambalpur PS,12.915774159218756,77.56117111984359,2026-03-18,04:47:56,Low,Closed,17954,415,Knife,True,181,38665
7773,FIR-107772,Murder,Violent Crime,Mysuru,Farrukhabad PS,12.279054784813958,76.6809533117953,2025-11-06,09:24:37,Medium,Open,3473,7315,Gun,False,62,279476
7774,FIR-107773,Robbery,Property Crime,Bengaluru Urban,Bettiah PS,12.903747933897321,77.52345812396838,2026-04-10,14:17:15,Medium,Chargesheet Filed,13601,5428,Knife,True,30,399270
7775,FIR-107774,Theft,Property Crime,Dakshina Kannada,Ramagundam PS,12.910337416722996,74.85189315562606,2026-06-18,15:25:26,Low,Chargesheet Filed,14206,7704,Blunt Object,True,187,275665
7776,FIR-107775,Robbery,Property Crime,Mysuru,Berhampur PS,12.35495051053988,76.6321868497071,2025-01-05,09:59:42,High,Closed,18325,4721,Unknown,True,1,378284
7777,FIR-107776,Kidnapping,Violent Crime,Dakshina Kannada,Rajkot PS,12.92060436923596,74.83625613605209,2025-08-23,16:26:29,High,Under Investigation,10026,2640,Knife,True,62,478481
7778,FIR-107777,Theft,Property Crime,Bengaluru Urban,Khammam PS,13.006318397741042,77.67325933157198,2024-11-27,20:35:11,Low,Chargesheet Filed,7039,4105,None,True,57,244662
7779,FIR-107778,Burglary,Property Crime,Dakshina Kannada,Proddatur PS,12.952150958642886,74.83669657319243,2025-01-16,15:01:22,Medium,Chargesheet Filed,24698,6209,Knife,False,199,60932
7780,FIR-107779,Cyber Crime,Cyber Crime,Dakshina Kannada,Jaunpur PS,12.852036365353245,74.79058703345638,2025-02-04,04:50:35,Medium,Under Investigation,15809,2077,Knife,False,121,335209
7781,FIR-107780,Domestic Violence,Social Crime,Bengaluru Urban,Bhilwara PS,12.896250519769005,77.63682982297101,2025-03-18,03:44:06,Medium,Closed,13191,6296,Knife,False,188,97016
7782,FIR-107781,Drug Trafficking,Organized Crime,Bengaluru Urban,Hajipur PS,12.976873042075871,77.60693984634307,2025-07-01,21:16:15,High,Open,15669,3961,Unknown,False,148,270720
7783,FIR-107782,Drug Trafficking,Organized Crime,Dakshina Kannada,Barasat PS,12.888104019650795,74.7819308628871,2026-07-14,09:01:01,Low,Chargesheet Filed,8734,2986,Unknown,False,58,304094
7784,FIR-107783,Domestic Violence,Social Crime,Dakshina Kannada,Ongole PS,12.884834631662752,74.86777670773847,2024-10-15,13:03:09,Medium,Open,13652,3117,Unknown,False,219,204020
7785,FIR-107784,Domestic Violence,Social Crime,Bengaluru Urban,Jehanabad PS,13.048006980381583,77.57661444794702,2026-06-22,13:09:47,Low,Closed,22724,6360,Unknown,False,74,255999
7786,FIR-107785,Cyber Crime,Cyber Crime,Dakshina Kannada,Asansol PS,12.909766803225757,74.88461961886584,2024-09-05,08:44:33,High,Open,11170,4954,Unknown,False,99,92703
7787,FIR-107786,Fraud,Financial Crime,Dakshina Kannada,Suryapet PS,12.907146530129143,74.90781981699094,2024-12-26,02:41:17,Medium,Chargesheet Filed,15022,3111,Knife,True,237,304619
7788,FIR-107787,Robbery,Property Crime,Bengaluru Urban,Ranchi PS,12.99969191793736,77.59677547778504,2026-02-06,07:18:12,High,Closed,15889,5720,Blunt Object,False,166,269297
7789,FIR-107788,Kidnapping,Violent Crime,Bengaluru Urban,Katihar PS,12.91954711163261,77.64522588700275,2025-09-02,16:43:51,Low,Under Investigation,3559,734,Gun,False,53,456876
7790,FIR-107789,Domestic Violence,Social Crime,Bengaluru Urban,Berhampore PS,12.897518858886436,77.53297802993346,2025-04-04,06:35:11,High,Open,7099,7803,Knife,True,136,494088
7791,FIR-107790,Robbery,Property Crime,Mysuru,North Dumdum PS,12.360382238661169,76.60108023185452,2025-12-09,11:44:36,High,Closed,6526,7712,Unknown,False,72,163754
7792,FIR-107791,Burglary,Property Crime,Mysuru,Hapur PS,12.359447707323763,76.6041588395217,2026-04-17,12:07:05,Low,Closed,6604,3040,Gun,False,203,414879
7793,FIR-107792,Cyber Crime,Cyber Crime,Bengaluru Urban,Dibrugarh PS,13.007189143494973,77.5866620944516,2026-02-27,04:08:27,Medium,Closed,13166,7823,Gun,False,54,79654
7794,FIR-107793,Drug Trafficking,Organized Crime,Dakshina Kannada,Berhampur PS,12.893962992703411,74.88247573089785,2026-03-07,18:50:51,Low,Open,15916,699,Unknown,True,21,28790
7795,FIR-107794,Assault,Violent Crime,Mysuru,Rohtak PS,12.345616308454833,76.61214553251246,2026-05-09,21:44:02,High,Chargesheet Filed,10487,6008,None,False,30,15864
7796,FIR-107795,Kidnapping,Violent Crime,Bengaluru Urban,Aurangabad PS,12.969466621750778,77.57115332425326,2026-05-05,12:00:56,Low,Closed,20779,4188,Gun,True,158,33446
7797,FIR-107796,Robbery,Property Crime,Mysuru,Ghaziabad PS,12.36339500893504,76.5805760837814,2025-07-08,22:19:53,Low,Chargesheet Filed,3450,7630,Knife,False,154,417943
7798,FIR-107797,Theft,Property Crime,Bengaluru Urban,Karnal PS,13.03303131495295,77.64494417231421,2025-02-14,14:02:58,Medium,Open,3579,4851,Gun,True,156,113833
7799,FIR-107798,Fraud,Financial Crime,Dakshina Kannada,Raipur PS,12.983547320314237,74.84597320352566,2025-05-02,04:12:33,Medium,Under Investigation,4807,749,Blunt Object,False,211,206514
7800,FIR-107799,Theft,Property Crime,Bengaluru Urban,Thoothukudi PS,13.016499118633075,77.57975382477547,2025-02-01,09:43:11,Low,Under Investigation,12482,973,None,False,248,471389
7801,FIR-107800,Cyber Crime,Cyber Crime,Mysuru,Anantapur PS,12.335307787938246,76.70867889601372,2026-06-13,02:28:27,Low,Open,8557,2332,Unknown,True,9,302007
7802,FIR-107801,Drug Trafficking,Organized Crime,Dakshina Kannada,Shimoga PS,12.861260998530046,74.86072970031299,2026-02-12,01:24:56,Low,Under Investigation,12867,3860,Knife,True,145,63381
7803,FIR-107802,Fraud,Financial Crime,Bengaluru Urban,Bhopal PS,12.955828429305942,77.5211902516307,2025-01-13,20:19:22,High,Chargesheet Filed,14083,1505,Unknown,False,166,217999
7804,FIR-107803,Fraud,Financial Crime,Bengaluru Urban,Sultan Pur Majra PS,13.025304256792253,77.65983125005856,2024-09-29,17:55:44,Medium,Closed,4287,6470,Unknown,True,213,61248
7805,FIR-107804,Murder,Violent Crime,Bengaluru Urban,Kochi PS,12.99155117194342,77.63877331625591,2024-08-05,17:15:34,Low,Open,6942,1844,Knife,False,63,37730
7806,FIR-107805,Fraud,Financial Crime,Dakshina Kannada,Tadipatri PS,12.852887090222627,74.80733267605271,2026-04-21,13:31:50,Low,Chargesheet Filed,22837,3927,Unknown,False,117,201433
7807,FIR-107806,Cyber Crime,Cyber Crime,Mysuru,Bally PS,12.356538761261488,76.65019353369053,2026-03-29,17:41:53,Medium,Under Investigation,19870,2220,Knife,True,215,498764
7808,FIR-107807,Murder,Violent Crime,Mysuru,Bhalswa Jahangir Pur PS,12.267077003585923,76.59758445452997,2026-01-16,20:35:34,Low,Chargesheet Filed,10926,6926,None,False,98,122091
7809,FIR-107808,Drug Trafficking,Organized Crime,Dakshina Kannada,Meerut PS,12.888627804150115,74.8302709773929,2026-02-07,21:12:10,High,Under Investigation,8484,2548,Blunt Object,False,68,413480
7810,FIR-107809,Fraud,Financial Crime,Bengaluru Urban,Firozabad PS,12.937590292274988,77.66522428390732,2024-07-27,22:18:34,High,Closed,20747,2529,Blunt Object,False,234,104759
7811,FIR-107810,Assault,Violent Crime,Bengaluru Urban,Ratlam PS,12.953062414710342,77.62115516518392,2024-08-05,15:02:52,Low,Open,932,5696,Knife,False,232,341391
7812,FIR-107811,Burglary,Property Crime,Mysuru,Kota PS,12.254710202103691,76.69014082731984,2025-06-09,12:24:03,Medium,Under Investigation,19302,7888,Blunt Object,True,152,284640
7813,FIR-107812,Murder,Violent Crime,Mysuru,Muzaffarnagar PS,12.331485019159654,76.62147949044676,2025-07-30,19:28:50,High,Chargesheet Filed,1025,5314,Blunt Object,True,61,319588
7814,FIR-107813,Fraud,Financial Crime,Bengaluru Urban,Bhilai PS,13.031432026664637,77.57900449253182,2026-04-11,06:36:44,Medium,Chargesheet Filed,2834,3971,Gun,True,66,124436
7815,FIR-107814,Kidnapping,Violent Crime,Dakshina Kannada,Ichalkaranji PS,12.926108995486572,74.88504315164671,2026-05-20,16:27:19,Medium,Open,7927,631,None,True,157,438109
7816,FIR-107815,Cyber Crime,Cyber Crime,Bengaluru Urban,Bathinda PS,12.961231962524076,77.64661211982354,2024-12-18,20:01:52,High,Chargesheet Filed,17642,6186,Unknown,False,188,288032
7817,FIR-107816,Robbery,Property Crime,Mysuru,Hubli–Dharwad PS,12.292711961921718,76.69182864786464,2025-05-22,11:44:42,High,Under Investigation,19929,7532,Gun,True,221,292377
7818,FIR-107817,Theft,Property Crime,Mysuru,Sikar PS,12.286048230155467,76.68352991612657,2026-03-23,11:32:53,Low,Chargesheet Filed,8184,577,Blunt Object,True,131,47576
7819,FIR-107818,Robbery,Property Crime,Bengaluru Urban,Bhavnagar PS,12.970814803528047,77.52715761392139,2025-11-22,10:05:31,High,Under Investigation,10901,2809,Blunt Object,False,32,430103
7820,FIR-107819,Drug Trafficking,Organized Crime,Bengaluru Urban,Rajkot PS,13.015014036130514,77.62085646797892,2025-10-27,06:22:21,Low,Closed,15329,7543,None,True,27,111619
